creative,uid,length,music0_mturk,music1_mturk,music2_mturk,music3_mturk,music4_mturk,music1_pred,music2_pred,music3_pred,music4_pred
HOUSE/IA03 APPEL HARD WORK AND DETERMINATION,7pskhoYUWaY,30,0,0,1,0,0,0,1,0,1
HOUSE/IA03 APPEL IOWA INDEPENDENCE,COG1eM-U7HQ,30,0,0,1,0,0,0,1,0,0
HOUSE/IA03 APPEL IOWA INDEPENDENCE,COG1eM-U7HQ,30,0,0,1,0,0,0,1,0,0
HOUSE/IA03 APPEL IOWA INDEPENDENCE,COG1eM-U7HQ,30,1,0,0,0,0,0,1,0,0
HOUSE/IA03 APPEL IOWA INDEPENDENCE,COG1eM-U7HQ,30,0,0,1,0,0,0,1,0,0
HOUSE/IA03 APPEL IOWA INDEPENDENCE,COG1eM-U7HQ,30,0,0,1,0,0,0,1,0,0
HOUSE/IA03 LATHAM BOSWELL ATTACKING,pmmpiq_JKt4,30,0,1,0,0,1,0,1,0,1
HOUSE/IA03 LATHAM BOSWELL ATTACKING,pmmpiq_JKt4,30,0,1,1,0,1,0,1,0,1
HOUSE/IA03 LATHAM BOSWELL ATTACKING,pmmpiq_JKt4,30,0,1,0,0,1,0,1,0,1
HOUSE/IA03 LATHAM BOSWELL ATTACKING,pmmpiq_JKt4,30,0,0,0,1,1,0,1,0,1
HOUSE/IA03 LATHAM BOSWELL ATTACKING,pmmpiq_JKt4,30,0,1,0,0,1,0,1,0,1
HOUSE/IA03 LATHAM BOSWELL'S RECORD,SXBUTvljJrs,30,0,1,1,0,1,0,1,0,0
HOUSE/IA03 LATHAM BOSWELL'S RECORD,SXBUTvljJrs,30,0,1,1,0,1,0,1,0,0
HOUSE/IA03 LATHAM BOSWELL'S RECORD,SXBUTvljJrs,30,0,0,0,1,1,0,1,0,0
HOUSE/IA03 LATHAM BOSWELL'S RECORD,SXBUTvljJrs,30,0,1,0,0,1,0,1,0,0
HOUSE/IA03 LATHAM BOSWELL'S RECORD,SXBUTvljJrs,30,0,1,0,0,1,0,1,0,0
HOUSE/IA03 LATHAM BOSWELLS ALLIES,n89tbXzm3xA,30,0,1,0,0,1,0,1,1,1
HOUSE/IA03 LATHAM BOSWELLS ALLIES,n89tbXzm3xA,30,0,1,0,0,1,0,1,1,1
HOUSE/IA03 LATHAM BOSWELLS ALLIES,n89tbXzm3xA,30,0,1,0,0,1,0,1,1,1
HOUSE/IA03 LATHAM BOSWELLS ALLIES,n89tbXzm3xA,30,0,1,0,0,1,0,1,1,1
HOUSE/IA03 LATHAM BOSWELLS ALLIES,n89tbXzm3xA,30,0,0,0,1,1,0,1,1,1
HOUSE/IA03 LATHAM IN THE LAST FOUR YEARS,KgiQ92mvim8,30,0,0,0,1,1,0,1,1,1
HOUSE/IA03 LATHAM IN THE LAST FOUR YEARS,KgiQ92mvim8,30,0,1,0,0,1,0,1,1,1
HOUSE/IA03 LATHAM IN THE LAST FOUR YEARS,KgiQ92mvim8,30,0,1,0,0,1,0,1,1,1
HOUSE/IA03 LATHAM IN THE LAST FOUR YEARS,KgiQ92mvim8,30,0,1,0,1,1,0,1,1,1
HOUSE/IA03 LATHAM IN THE LAST FOUR YEARS,KgiQ92mvim8,30,0,1,0,1,1,0,1,1,1
HOUSE/IA04 KING GREW UP,okLR3JXse_I,30,0,0,1,0,0,0,1,1,0
HOUSE/IA04 KING GREW UP,okLR3JXse_I,30,0,0,1,0,0,0,1,1,0
HOUSE/IA04 KING GREW UP,okLR3JXse_I,30,0,0,1,0,0,0,1,1,0
HOUSE/IA04 KING GREW UP,okLR3JXse_I,30,0,0,1,1,1,0,1,1,0
HOUSE/IA04 KING GREW UP,okLR3JXse_I,30,0,0,1,0,0,0,1,1,0
HOUSE/IA04 KING ONLY GOOD THING LEFT,NxZRQbknP3g,30,0,0,0,1,1,1,1,1,1
HOUSE/IA04 KING ONLY GOOD THING LEFT,NxZRQbknP3g,30,0,0,0,1,1,1,1,1,1
HOUSE/IA04 KING ONLY GOOD THING LEFT,NxZRQbknP3g,30,0,0,0,1,1,1,1,1,1
HOUSE/IA04 KING ONLY GOOD THING LEFT,NxZRQbknP3g,30,0,0,0,1,1,1,1,1,1
HOUSE/IA04 KING ONLY GOOD THING LEFT,NxZRQbknP3g,30,0,0,1,0,0,1,1,1,1
HOUSE/IA04 KING TELL IT LIKE IT IS,4Vm46ipn0KU,30,0,0,1,0,0,0,1,1,0
HOUSE/IA04 KING TELL IT LIKE IT IS,4Vm46ipn0KU,30,0,0,1,0,0,0,1,1,0
HOUSE/IA04 KING TELL IT LIKE IT IS,4Vm46ipn0KU,30,0,0,1,0,0,0,1,1,0
HOUSE/IA04 KING TELL IT LIKE IT IS,4Vm46ipn0KU,30,0,0,0,1,1,0,1,1,0
HOUSE/IA04 KING TELL IT LIKE IT IS,4Vm46ipn0KU,30,0,1,0,0,1,0,1,1,0
HOUSE/IA04 VILSACK&DCCC BILL CLINTON ENDORSEMENT,xcZDyOEdYrc,30,0,0,1,0,0,0,1,0,0
HOUSE/IA04 VILSACK&DCCC BILL CLINTON ENDORSEMENT,xcZDyOEdYrc,30,0,0,1,0,0,0,1,0,0
HOUSE/IA04 VILSACK&DCCC BILL CLINTON ENDORSEMENT,xcZDyOEdYrc,30,0,0,1,0,0,0,1,0,0
HOUSE/IA04 VILSACK&DCCC BILL CLINTON ENDORSEMENT,xcZDyOEdYrc,30,0,0,1,0,0,0,1,0,0
HOUSE/IA04 VILSACK&DCCC BILL CLINTON ENDORSEMENT,xcZDyOEdYrc,30,0,0,1,0,0,0,1,0,0
HOUSE/ID02 LEFAVOUR SET POLITICS ASIDE,toufttkEpZo,30,0,0,1,0,0,0,1,0,1
HOUSE/ID02 LEFAVOUR SET POLITICS ASIDE,toufttkEpZo,30,0,0,1,0,0,0,1,0,1
HOUSE/ID02 LEFAVOUR SET POLITICS ASIDE,toufttkEpZo,30,0,0,1,0,0,0,1,0,1
HOUSE/ID02 LEFAVOUR SET POLITICS ASIDE,toufttkEpZo,30,0,0,1,0,0,0,1,0,1
HOUSE/ID02 LEFAVOUR SET POLITICS ASIDE,toufttkEpZo,30,0,0,1,0,0,0,1,0,1
HOUSE/ID02 LEFAVOUR WORKED TO STOP BILLS,Hr6l5wHB7sw,30,0,0,1,0,0,0,1,0,0
HOUSE/ID02 LEFAVOUR WORKED TO STOP BILLS,Hr6l5wHB7sw,30,0,0,1,0,0,0,1,0,0
HOUSE/ID02 LEFAVOUR WORKED TO STOP BILLS,Hr6l5wHB7sw,30,0,0,1,0,0,0,1,0,0
HOUSE/ID02 LEFAVOUR WORKED TO STOP BILLS,Hr6l5wHB7sw,30,0,0,1,0,0,0,1,0,0
HOUSE/ID02 LEFAVOUR WORKED TO STOP BILLS,Hr6l5wHB7sw,30,0,0,1,0,0,0,1,0,0
HOUSE/ID02 SIMPSON MITT ROMNEY,I7JKVHu1pO4,30,0,0,1,0,0,0,1,0,0
HOUSE/ID02 SIMPSON MITT ROMNEY,I7JKVHu1pO4,30,0,0,1,0,0,0,1,0,0
HOUSE/ID02 SIMPSON MITT ROMNEY,I7JKVHu1pO4,30,0,0,1,0,0,0,1,0,0
HOUSE/ID02 SIMPSON MITT ROMNEY,I7JKVHu1pO4,30,0,0,1,0,0,0,1,0,0
HOUSE/ID02 SIMPSON MITT ROMNEY,I7JKVHu1pO4,30,0,0,1,0,0,0,1,0,0
HOUSE/IL10 DOLD MARK KIRK,_Av3LQ0yYvE,30,0,0,0,1,1,1,0,0,1
HOUSE/IL10 DOLD MARK KIRK,_Av3LQ0yYvE,30,0,0,1,1,1,1,0,0,1
HOUSE/IL10 DOLD MARK KIRK,_Av3LQ0yYvE,30,0,0,1,0,0,1,0,0,1
HOUSE/IL10 DOLD MARK KIRK,_Av3LQ0yYvE,30,0,1,0,0,1,1,0,0,1
HOUSE/IL10 DOLD MARK KIRK,_Av3LQ0yYvE,30,0,1,1,0,1,1,0,0,1
HOUSE/IL10 SCHNEIDER TIRED OF POLITICAL ADS,PKEvBCcGsiE,30,0,0,1,0,0,0,1,0,0
HOUSE/IL10 SCHNEIDER TIRED OF POLITICAL ADS,PKEvBCcGsiE,30,0,0,1,0,0,0,1,0,0
HOUSE/IL10 SCHNEIDER TIRED OF POLITICAL ADS,PKEvBCcGsiE,30,0,0,1,0,0,0,1,0,0
HOUSE/IL10 SCHNEIDER TIRED OF POLITICAL ADS,PKEvBCcGsiE,30,0,1,0,0,1,0,1,0,0
HOUSE/IL10 SCHNEIDER TIRED OF POLITICAL ADS,PKEvBCcGsiE,30,0,1,0,0,1,0,1,0,0
HOUSE/IL12 ENYART SPRINGFIELD POLITICIAN MIKE BOST,xGEaf-yybS4,30,0,0,1,1,1,1,0,0,1
HOUSE/IL12 ENYART SPRINGFIELD POLITICIAN MIKE BOST,xGEaf-yybS4,30,0,1,0,0,1,1,0,0,1
HOUSE/IL12 ENYART SPRINGFIELD POLITICIAN MIKE BOST,xGEaf-yybS4,30,0,1,1,0,1,1,0,0,1
HOUSE/IL12 ENYART SPRINGFIELD POLITICIAN MIKE BOST,xGEaf-yybS4,30,0,1,1,0,1,1,0,0,1
HOUSE/IL12 ENYART SPRINGFIELD POLITICIAN MIKE BOST,xGEaf-yybS4,30,0,1,1,0,1,1,0,0,1
HOUSE/IL13 CALLIS AS A MOM AND A JUDGE,TGmqy0DC2Mc,30,0,1,1,1,1,0,1,1,0
HOUSE/IL13 CALLIS AS A MOM AND A JUDGE,TGmqy0DC2Mc,30,0,1,0,0,1,0,1,1,0
HOUSE/IL13 CALLIS AS A MOM AND A JUDGE,TGmqy0DC2Mc,30,0,0,1,0,0,0,1,1,0
HOUSE/IL13 CALLIS AS A MOM AND A JUDGE,TGmqy0DC2Mc,30,0,0,0,1,1,0,1,1,0
HOUSE/IL13 CALLIS AS A MOM AND A JUDGE,TGmqy0DC2Mc,30,0,1,0,0,1,0,1,1,0
HOUSE/IL13 CALLIS BACK HOME AND ALIVE,lft6hp6lKjw,30,0,0,0,1,1,0,1,1,0
HOUSE/IL13 CALLIS BACK HOME AND ALIVE,lft6hp6lKjw,30,0,0,1,0,0,0,1,1,0
HOUSE/IL13 CALLIS BACK HOME AND ALIVE,lft6hp6lKjw,30,0,0,0,1,1,0,1,1,0
HOUSE/IL13 CALLIS BACK HOME AND ALIVE,lft6hp6lKjw,30,0,0,1,0,0,0,1,1,0
HOUSE/IL13 CALLIS BACK HOME AND ALIVE,lft6hp6lKjw,30,0,1,0,0,1,0,1,1,0
HOUSE/IL13 DAVIS DISHONEST CAMPAIGN,4OCbOxbZZVI,30,0,1,1,0,1,1,1,0,1
HOUSE/IL13 DAVIS DISHONEST CAMPAIGN,4OCbOxbZZVI,30,0,0,1,0,0,1,1,0,1
HOUSE/IL13 DAVIS DISHONEST CAMPAIGN,4OCbOxbZZVI,30,0,0,1,0,0,1,1,0,1
HOUSE/IL13 DAVIS DISHONEST CAMPAIGN,4OCbOxbZZVI,30,0,1,1,0,1,1,1,0,1
HOUSE/IL13 DAVIS DISHONEST CAMPAIGN,4OCbOxbZZVI,30,0,1,1,0,1,1,1,0,1
HOUSE/IL17 BUSTOS SOME PEOPLE SEE,LArYhQCwa-Q,30,0,0,1,0,0,0,1,0,0
HOUSE/IL17 BUSTOS SOME PEOPLE SEE,LArYhQCwa-Q,30,0,0,1,0,0,0,1,0,0
HOUSE/IL17 BUSTOS SOME PEOPLE SEE,LArYhQCwa-Q,30,0,0,1,0,0,0,1,0,0
HOUSE/IL17 BUSTOS SOME PEOPLE SEE,LArYhQCwa-Q,30,0,0,1,0,0,0,1,0,0
HOUSE/IL17 BUSTOS SOME PEOPLE SEE,LArYhQCwa-Q,30,0,0,1,0,0,0,1,0,0
HOUSE/IN02 MULLEN WASHINGTON BICKERING POLITICIANS,3NA1ZM1rH7A,30,0,0,0,1,1,0,1,0,1
HOUSE/IN02 MULLEN WASHINGTON BICKERING POLITICIANS,3NA1ZM1rH7A,30,0,0,0,1,1,0,1,0,1
HOUSE/IN02 MULLEN WASHINGTON BICKERING POLITICIANS,3NA1ZM1rH7A,30,0,1,0,0,1,0,1,0,1
HOUSE/IN02 MULLEN WASHINGTON BICKERING POLITICIANS,3NA1ZM1rH7A,30,0,1,0,0,1,0,1,0,1
HOUSE/IN02 MULLEN WASHINGTON BICKERING POLITICIANS,3NA1ZM1rH7A,30,0,1,0,0,1,0,1,0,1
HOUSE/IN02 MULLEN&IDCVC UP AGAINST,7sGbzfnNj1w,30,0,1,1,0,1,0,1,0,0
HOUSE/IN02 MULLEN&IDCVC UP AGAINST,7sGbzfnNj1w,30,0,1,0,0,1,0,1,0,0
HOUSE/IN02 MULLEN&IDCVC UP AGAINST,7sGbzfnNj1w,30,0,0,0,1,1,0,1,0,0
HOUSE/IN02 MULLEN&IDCVC UP AGAINST,7sGbzfnNj1w,30,0,1,1,0,1,0,1,0,0
HOUSE/IN02 MULLEN&IDCVC UP AGAINST,7sGbzfnNj1w,30,0,0,0,1,1,0,1,0,0
HOUSE/IN02 MULLEN&IDCVC WALORSKI TURNED HER BACK,gSWQiHmE3xY,30,0,0,0,1,1,1,1,0,1
HOUSE/IN02 MULLEN&IDCVC WALORSKI TURNED HER BACK,gSWQiHmE3xY,30,0,0,1,1,1,1,1,0,1
HOUSE/IN02 MULLEN&IDCVC WALORSKI TURNED HER BACK,gSWQiHmE3xY,30,0,0,0,1,1,1,1,0,1
HOUSE/IN02 MULLEN&IDCVC WALORSKI TURNED HER BACK,gSWQiHmE3xY,30,0,0,0,1,1,1,1,0,1
HOUSE/IN02 MULLEN&IDCVC WALORSKI TURNED HER BACK,gSWQiHmE3xY,30,0,1,0,1,1,1,1,0,1
HOUSE/IN02 WALORSKI EVERY 9 SECONDS,2FeMvVZfVQI,30,0,0,0,1,1,0,1,1,0
HOUSE/IN02 WALORSKI EVERY 9 SECONDS,2FeMvVZfVQI,30,0,0,1,0,0,0,1,1,0
HOUSE/IN02 WALORSKI EVERY 9 SECONDS,2FeMvVZfVQI,30,0,0,0,1,1,0,1,1,0
HOUSE/IN02 WALORSKI EVERY 9 SECONDS,2FeMvVZfVQI,30,0,0,1,1,1,0,1,1,0
HOUSE/IN02 WALORSKI EVERY 9 SECONDS,2FeMvVZfVQI,30,0,1,0,0,1,0,1,1,0
HOUSE/IN02 WALORSKI THE DIFFERENCE,45raGSWyez8,30,0,1,0,0,1,1,1,0,1
HOUSE/IN02 WALORSKI THE DIFFERENCE,45raGSWyez8,30,0,1,0,1,1,1,1,0,1
HOUSE/IN02 WALORSKI THE DIFFERENCE,45raGSWyez8,30,0,1,0,1,1,1,1,0,1
HOUSE/IN02 WALORSKI THE DIFFERENCE,45raGSWyez8,30,1,0,0,0,0,1,1,0,1
HOUSE/IN02 WALORSKI THE DIFFERENCE,45raGSWyez8,30,0,0,0,1,1,1,1,0,1
HOUSE/IN02 WALORSKI WORK ACROSS THE AISLE,zG7M1qmphgk,30,0,1,1,0,1,1,0,0,1
HOUSE/IN02 WALORSKI WORK ACROSS THE AISLE,zG7M1qmphgk,30,0,0,1,0,0,1,0,0,1
HOUSE/IN02 WALORSKI WORK ACROSS THE AISLE,zG7M1qmphgk,30,0,0,1,0,0,1,0,0,1
HOUSE/IN02 WALORSKI WORK ACROSS THE AISLE,zG7M1qmphgk,30,0,0,1,0,0,1,0,0,1
HOUSE/IN02 WALORSKI WORK ACROSS THE AISLE,zG7M1qmphgk,30,0,0,1,0,0,1,0,0,1
HOUSE/IN08 BUCSHON NOT A POLITICIAN,rYjSLvWiiuY,30,0,0,1,0,0,0,1,1,1
HOUSE/IN08 BUCSHON NOT A POLITICIAN,rYjSLvWiiuY,30,0,0,1,0,0,0,1,1,1
HOUSE/IN08 BUCSHON NOT A POLITICIAN,rYjSLvWiiuY,30,0,0,1,0,0,0,1,1,1
HOUSE/IN08 BUCSHON NOT A POLITICIAN,rYjSLvWiiuY,30,0,0,1,0,0,0,1,1,1
HOUSE/IN08 BUCSHON NOT A POLITICIAN,rYjSLvWiiuY,30,0,0,1,0,0,0,1,1,1
HOUSE/IN08 BUCSHON OATH,aSyJhccZnPw,30,0,1,0,0,1,0,1,1,0
HOUSE/IN08 BUCSHON OATH,aSyJhccZnPw,30,0,0,0,1,1,0,1,1,0
HOUSE/IN08 BUCSHON OATH,aSyJhccZnPw,30,0,0,1,0,0,0,1,1,0
HOUSE/IN08 BUCSHON OATH,aSyJhccZnPw,30,0,0,1,0,0,0,1,1,0
HOUSE/IN08 BUCSHON OATH,aSyJhccZnPw,30,0,0,1,0,0,0,1,1,0
HOUSE/IN08 BUCSHON SACRED,FQQ_AU146VA,30,0,1,0,0,1,1,0,0,1
HOUSE/IN08 BUCSHON SACRED,FQQ_AU146VA,30,0,1,0,0,1,1,0,0,1
HOUSE/IN08 BUCSHON SACRED,FQQ_AU146VA,30,0,0,0,1,1,1,0,0,1
HOUSE/IN08 BUCSHON SACRED,FQQ_AU146VA,30,0,1,0,0,1,1,0,0,1
HOUSE/IN08 BUCSHON SACRED,FQQ_AU146VA,30,0,0,0,1,1,1,0,0,1
HOUSE/IN08 CROOKS CHINA,m3YyKME0HlI,30,0,0,0,1,1,0,1,1,0
HOUSE/IN08 CROOKS CHINA,m3YyKME0HlI,30,0,0,0,1,1,0,1,1,0
HOUSE/IN08 CROOKS CHINA,m3YyKME0HlI,30,0,0,0,1,1,0,1,1,0
HOUSE/IN08 CROOKS CHINA,m3YyKME0HlI,30,0,0,0,1,1,0,1,1,0
HOUSE/IN08 CROOKS CHINA,m3YyKME0HlI,30,0,1,0,0,1,0,1,1,0
HOUSE/IN08 CROOKS HOOSIER STORY,2hCgdJnyKZ8,30,0,0,1,0,0,0,1,0,0
HOUSE/IN08 CROOKS HOOSIER STORY,2hCgdJnyKZ8,30,0,0,1,0,0,0,1,0,0
HOUSE/IN08 CROOKS HOOSIER STORY,2hCgdJnyKZ8,30,0,0,1,0,0,0,1,0,0
HOUSE/IN08 CROOKS HOOSIER STORY,2hCgdJnyKZ8,30,0,1,0,0,1,0,1,0,0
HOUSE/IN08 CROOKS HOOSIER STORY,2hCgdJnyKZ8,30,0,0,1,0,0,0,1,0,0
HOUSE/IN08 CROOKS HOW MANY YEARS,-uHww3NyRDA,30,0,0,0,1,1,0,0,1,1
HOUSE/IN08 CROOKS HOW MANY YEARS,-uHww3NyRDA,30,0,0,0,1,1,0,0,1,1
HOUSE/IN08 CROOKS HOW MANY YEARS,-uHww3NyRDA,30,0,0,0,1,1,0,0,1,1
HOUSE/IN08 CROOKS HOW MANY YEARS,-uHww3NyRDA,30,0,0,0,1,1,0,0,1,1
HOUSE/IN08 CROOKS HOW MANY YEARS,-uHww3NyRDA,30,0,0,0,1,1,0,0,1,1
HOUSE/IN09 YOUNG THIS PLANT HELPED,96GizktJJGc,30,0,0,1,0,0,0,1,0,1
HOUSE/IN09 YOUNG THIS PLANT HELPED,96GizktJJGc,30,0,1,0,1,1,0,1,0,1
HOUSE/IN09 YOUNG THIS PLANT HELPED,96GizktJJGc,30,0,0,1,0,0,0,1,0,1
HOUSE/IN09 YOUNG THIS PLANT HELPED,96GizktJJGc,30,0,0,0,1,1,0,1,0,1
HOUSE/IN09 YOUNG THIS PLANT HELPED,96GizktJJGc,30,0,0,1,0,0,0,1,0,1
HOUSE/KY06 BARR&NRCC ECONOMY STRUGGLING,bB0QrShwGKM,30,1,0,0,0,0,0,1,0,0
HOUSE/KY06 BARR&NRCC ECONOMY STRUGGLING,bB0QrShwGKM,30,1,0,0,0,0,0,1,0,0
HOUSE/KY06 BARR&NRCC ECONOMY STRUGGLING,bB0QrShwGKM,30,1,0,0,0,0,0,1,0,0
HOUSE/KY06 BARR&NRCC ECONOMY STRUGGLING,bB0QrShwGKM,30,1,0,0,0,0,0,1,0,0
HOUSE/KY06 BARR&NRCC ECONOMY STRUGGLING,bB0QrShwGKM,30,1,0,0,0,0,0,1,0,0
HOUSE/KY06 CHANDLER JOBS AT RISK,mYsGOCxR8wk,30,0,0,1,0,0,0,1,0,0
HOUSE/KY06 CHANDLER JOBS AT RISK,mYsGOCxR8wk,30,0,0,1,0,0,0,1,0,0
HOUSE/KY06 CHANDLER JOBS AT RISK,mYsGOCxR8wk,30,0,0,1,0,0,0,1,0,0
HOUSE/KY06 CHANDLER JOBS AT RISK,mYsGOCxR8wk,30,0,0,1,0,0,0,1,0,0
HOUSE/KY06 CHANDLER JOBS AT RISK,mYsGOCxR8wk,30,0,0,1,0,0,0,1,0,0
HOUSE/LA06 GRAVES SPECIAL PLACE,3jhvRF5fTl0,30,0,0,1,0,0,0,1,0,0
HOUSE/LA06 GRAVES SPECIAL PLACE,3jhvRF5fTl0,30,0,0,1,0,0,0,1,0,0
HOUSE/LA06 GRAVES SPECIAL PLACE,3jhvRF5fTl0,30,0,0,1,0,0,0,1,0,0
HOUSE/LA06 GRAVES SPECIAL PLACE,3jhvRF5fTl0,30,0,0,1,0,0,0,1,0,0
HOUSE/LA06 GRAVES SPECIAL PLACE,3jhvRF5fTl0,30,0,0,1,0,0,0,1,0,0
HOUSE/MA04 KENNEDY THE CHOICE IS YOURS,En6lknowPCM,30,0,0,1,0,0,0,1,0,0
HOUSE/MA04 KENNEDY THE CHOICE IS YOURS,En6lknowPCM,30,0,0,1,0,0,0,1,0,0
HOUSE/MA04 KENNEDY THE CHOICE IS YOURS,En6lknowPCM,30,0,0,1,0,0,0,1,0,0
HOUSE/MA04 KENNEDY THE CHOICE IS YOURS,En6lknowPCM,30,0,0,1,0,0,0,1,0,0
HOUSE/MA04 KENNEDY THE CHOICE IS YOURS,En6lknowPCM,30,0,0,1,0,0,0,1,0,0
HOUSE/MA04 KENNEDY WE'VE GOT A MESSAGE,nr33ak6OIxs,60,0,0,1,0,0,0,1,1,0
HOUSE/MA04 KENNEDY WE'VE GOT A MESSAGE,nr33ak6OIxs,60,0,0,1,0,0,0,1,1,0
HOUSE/MA04 KENNEDY WE'VE GOT A MESSAGE,nr33ak6OIxs,60,0,0,1,0,0,0,1,1,0
HOUSE/MA04 KENNEDY WE'VE GOT A MESSAGE,nr33ak6OIxs,60,0,0,1,1,1,0,1,1,0
HOUSE/MA04 KENNEDY WE'VE GOT A MESSAGE,nr33ak6OIxs,60,0,0,1,0,0,0,1,1,0
HOUSE/MA06 MOULTON ASHAMED,qzTo1Fp81gU,30,0,1,1,0,1,0,1,0,1
HOUSE/MA06 MOULTON ASHAMED,qzTo1Fp81gU,30,0,1,1,0,1,0,1,0,1
HOUSE/MA06 MOULTON ASHAMED,qzTo1Fp81gU,30,0,1,1,0,1,0,1,0,1
HOUSE/MA06 MOULTON ASHAMED,qzTo1Fp81gU,30,0,0,1,1,1,0,1,0,1
HOUSE/MA06 MOULTON ASHAMED,qzTo1Fp81gU,30,0,0,1,0,0,0,1,0,1
HOUSE/MA06 TIERNEY&DCCC TISEI IT IS WAS IT IS,uDeohqhp4GI,30,0,1,0,0,1,0,1,0,1
HOUSE/MA06 TIERNEY&DCCC TISEI IT IS WAS IT IS,uDeohqhp4GI,30,0,1,0,0,1,0,1,0,1
HOUSE/MA06 TIERNEY&DCCC TISEI IT IS WAS IT IS,uDeohqhp4GI,30,0,1,0,0,1,0,1,0,1
HOUSE/MA06 TIERNEY&DCCC TISEI IT IS WAS IT IS,uDeohqhp4GI,30,0,0,0,1,1,0,1,0,1
HOUSE/MA06 TIERNEY&DCCC TISEI IT IS WAS IT IS,uDeohqhp4GI,30,0,1,0,1,1,0,1,0,1
HOUSE/ME01 PINGREE MAKE IT IN MAINE,5PcJwzSTrPA,30,0,0,1,0,0,0,1,0,0
HOUSE/ME01 PINGREE MAKE IT IN MAINE,5PcJwzSTrPA,30,0,0,1,0,0,0,1,0,0
HOUSE/ME01 PINGREE MAKE IT IN MAINE,5PcJwzSTrPA,30,0,0,0,1,1,0,1,0,0
HOUSE/ME01 PINGREE MAKE IT IN MAINE,5PcJwzSTrPA,30,0,0,1,0,0,0,1,0,0
HOUSE/ME01 PINGREE MAKE IT IN MAINE,5PcJwzSTrPA,30,0,0,0,1,1,0,1,0,0
HOUSE/ME02 MICHAUD SNEAKERS,abk23lVpdzA,30,0,1,1,0,1,0,1,0,1
HOUSE/ME02 MICHAUD SNEAKERS,abk23lVpdzA,30,0,1,1,0,1,0,1,0,1
HOUSE/ME02 MICHAUD SNEAKERS,abk23lVpdzA,30,0,1,0,0,1,0,1,0,1
HOUSE/ME02 MICHAUD SNEAKERS,abk23lVpdzA,30,0,1,0,0,1,0,1,0,1
HOUSE/ME02 MICHAUD SNEAKERS,abk23lVpdzA,30,0,1,0,0,1,0,1,0,1
HOUSE/MI08 BISHOP PROTECTED OUR CHILDREN,WCA1HONUqjA,30,0,1,1,0,1,0,1,0,1
HOUSE/MI08 BISHOP PROTECTED OUR CHILDREN,WCA1HONUqjA,30,0,1,1,0,1,0,1,0,1
HOUSE/MI08 BISHOP PROTECTED OUR CHILDREN,WCA1HONUqjA,30,0,1,1,0,1,0,1,0,1
HOUSE/MI08 BISHOP PROTECTED OUR CHILDREN,WCA1HONUqjA,30,0,0,1,0,0,0,1,0,1
HOUSE/MI08 BISHOP PROTECTED OUR CHILDREN,WCA1HONUqjA,30,0,0,1,0,0,0,1,0,1
HOUSE/MN07 PETERSON TIM SWENSON,2Fa9najMzJ4,30,0,0,1,0,0,0,1,0,0
HOUSE/MN07 PETERSON TIM SWENSON,2Fa9najMzJ4,30,0,0,1,0,0,0,1,0,0
HOUSE/MN07 PETERSON TIM SWENSON,2Fa9najMzJ4,30,0,0,1,0,0,0,1,0,0
HOUSE/MN07 PETERSON TIM SWENSON,2Fa9najMzJ4,30,0,0,1,0,0,0,1,0,0
HOUSE/MN07 PETERSON TIM SWENSON,2Fa9najMzJ4,30,0,0,1,0,0,0,1,0,0
HOUSE/MN08 NOLAN PATTY YOREK,TE-LcZSaxjk,30,0,0,1,0,0,0,1,1,1
HOUSE/MN08 NOLAN PATTY YOREK,TE-LcZSaxjk,30,0,0,1,1,1,0,1,1,1
HOUSE/MN08 NOLAN PATTY YOREK,TE-LcZSaxjk,30,0,1,0,0,1,0,1,1,1
HOUSE/MN08 NOLAN PATTY YOREK,TE-LcZSaxjk,30,0,1,0,0,1,0,1,1,1
HOUSE/MN08 NOLAN PATTY YOREK,TE-LcZSaxjk,30,0,0,1,0,0,0,1,1,1
HOUSE/MN08 NOLAN SOME CHOOSE BICKERING AND GRIDLOCK,0p9FhBl5Wg0,30,0,0,1,0,0,0,1,0,0
HOUSE/MN08 NOLAN SOME CHOOSE BICKERING AND GRIDLOCK,0p9FhBl5Wg0,30,0,0,1,0,0,0,1,0,0
HOUSE/MN08 NOLAN SOME CHOOSE BICKERING AND GRIDLOCK,0p9FhBl5Wg0,30,0,0,1,0,0,0,1,0,0
HOUSE/MN08 NOLAN SOME CHOOSE BICKERING AND GRIDLOCK,0p9FhBl5Wg0,30,0,0,1,0,0,0,1,0,0
HOUSE/MN08 NOLAN SOME CHOOSE BICKERING AND GRIDLOCK,0p9FhBl5Wg0,30,0,0,1,0,0,0,1,0,0
HOUSE/NC08 HUDSON DO YOU AGREE,JY2-3OSjWvM,30,0,1,1,0,1,1,0,0,1
HOUSE/NC08 HUDSON DO YOU AGREE,JY2-3OSjWvM,30,0,1,0,1,1,1,0,0,1
HOUSE/NC08 HUDSON DO YOU AGREE,JY2-3OSjWvM,30,0,1,1,0,1,1,0,0,1
HOUSE/NC08 HUDSON DO YOU AGREE,JY2-3OSjWvM,30,0,1,0,0,1,1,0,0,1
HOUSE/NC08 HUDSON DO YOU AGREE,JY2-3OSjWvM,30,0,0,1,0,0,1,0,0,1
HOUSE/NC08 KISSELL BUY AMERICAN,bKGlJtGvcig,30,0,0,1,0,0,0,1,0,0
