creative,uid,issue,desc,mturk,pred
HOUSE/IA04 KING TELL IT LIKE IT IS,4Vm46ipn0KU,issue12,Government Spending,0,1
HOUSE/IA04 KING TELL IT LIKE IT IS,4Vm46ipn0KU,issue12,Government Spending,1,1
HOUSE/IA04 KING TELL IT LIKE IT IS,4Vm46ipn0KU,issue69,Terrorism,1,0
HOUSE/IA04 KING TELL IT LIKE IT IS,4Vm46ipn0KU,issue69,Terrorism,0,0
HOUSE/IA04 KING TELL IT LIKE IT IS,4Vm46ipn0KU,issue69,Terrorism,0,0
HOUSE/IA04 KING TELL IT LIKE IT IS,4Vm46ipn0KU,issue69,Terrorism,0,0
HOUSE/IA04 KING TELL IT LIKE IT IS,4Vm46ipn0KU,issue69,Terrorism,1,0
HOUSE/IA04 KING WELL IT'S ALMOST OVER,BLt0z1r_btM,issue12,Government Spending,1,0
HOUSE/IA04 KING WELL IT'S ALMOST OVER,BLt0z1r_btM,issue12,Government Spending,0,0
HOUSE/IA04 KING WELL IT'S ALMOST OVER,BLt0z1r_btM,issue12,Government Spending,1,0
HOUSE/IA04 KING WELL IT'S ALMOST OVER,BLt0z1r_btM,issue12,Government Spending,0,0
HOUSE/IA04 KING WELL IT'S ALMOST OVER,BLt0z1r_btM,issue12,Government Spending,1,0
HOUSE/IA04 VILSACK 7 LAYER SALAD,mgReeVaG1CQ,issue16,Business,1,1
HOUSE/IA04 VILSACK 7 LAYER SALAD,mgReeVaG1CQ,issue16,Business,1,1
HOUSE/IA04 VILSACK 7 LAYER SALAD,mgReeVaG1CQ,issue16,Business,1,1
HOUSE/IA04 VILSACK 7 LAYER SALAD,mgReeVaG1CQ,issue16,Business,1,1
HOUSE/IA04 VILSACK 7 LAYER SALAD,mgReeVaG1CQ,issue16,Business,1,1
HOUSE/IL08 DUCKWORTH GO SLOW,T5mBaMD4XH0,issue18,Employment/Jobs,1,1
HOUSE/IL08 DUCKWORTH GO SLOW,T5mBaMD4XH0,issue18,Employment/Jobs,1,1
HOUSE/IL08 DUCKWORTH GO SLOW,T5mBaMD4XH0,issue18,Employment/Jobs,1,1
HOUSE/IL08 DUCKWORTH GO SLOW,T5mBaMD4XH0,issue18,Employment/Jobs,1,1
HOUSE/IL08 DUCKWORTH GO SLOW,T5mBaMD4XH0,issue18,Employment/Jobs,1,1
HOUSE/IL10 DCCC&SCHNEIDER TRY THIS AGAIN,rFXuYFyGs_Q,issue23,Inequality,1,1
HOUSE/IL10 DCCC&SCHNEIDER TRY THIS AGAIN,rFXuYFyGs_Q,issue23,Inequality,0,1
HOUSE/IL10 DCCC&SCHNEIDER TRY THIS AGAIN,rFXuYFyGs_Q,issue23,Inequality,1,1
HOUSE/IL10 DCCC&SCHNEIDER TRY THIS AGAIN,rFXuYFyGs_Q,issue23,Inequality,0,1
HOUSE/IL10 DCCC&SCHNEIDER TRY THIS AGAIN,rFXuYFyGs_Q,issue23,Inequality,0,1
HOUSE/IL10 DOLD MARK KIRK,_Av3LQ0yYvE,issue12,Government Spending,0,0
HOUSE/IL10 DOLD MARK KIRK,_Av3LQ0yYvE,issue12,Government Spending,1,0
HOUSE/IL10 DOLD MARK KIRK,_Av3LQ0yYvE,issue12,Government Spending,0,0
HOUSE/IL10 DOLD MARK KIRK,_Av3LQ0yYvE,issue12,Government Spending,1,0
HOUSE/IL10 DOLD MARK KIRK,_Av3LQ0yYvE,issue12,Government Spending,0,0
HOUSE/IL10 SCHNEIDER&DCCC ICE CREAM,NEZolqDe-fI,issue55,Medicare,1,1
HOUSE/IL10 SCHNEIDER&DCCC ICE CREAM,NEZolqDe-fI,issue55,Medicare,0,1
HOUSE/IL10 SCHNEIDER&DCCC ICE CREAM,NEZolqDe-fI,issue55,Medicare,1,1
HOUSE/IL10 SCHNEIDER&DCCC ICE CREAM,NEZolqDe-fI,issue55,Medicare,1,1
HOUSE/IL10 SCHNEIDER&DCCC ICE CREAM,NEZolqDe-fI,issue55,Medicare,1,1
HOUSE/IL12 ENYART LEAD,O_KjiGAJoBw,issue60,Military,1,1
HOUSE/IL12 ENYART LEAD,O_KjiGAJoBw,issue60,Military,1,1
HOUSE/IL12 ENYART LEAD,O_KjiGAJoBw,issue60,Military,1,1
HOUSE/IL12 ENYART LEAD,O_KjiGAJoBw,issue60,Military,1,1
HOUSE/IL12 ENYART LEAD,O_KjiGAJoBw,issue60,Military,1,1
HOUSE/IL13 CALLIS BACK HOME AND ALIVE,lft6hp6lKjw,issue60,Military,1,1
HOUSE/IL13 CALLIS BACK HOME AND ALIVE,lft6hp6lKjw,issue60,Military,1,1
HOUSE/IL13 CALLIS BACK HOME AND ALIVE,lft6hp6lKjw,issue60,Military,1,1
HOUSE/IL13 CALLIS BACK HOME AND ALIVE,lft6hp6lKjw,issue60,Military,1,1
HOUSE/IL13 CALLIS BACK HOME AND ALIVE,lft6hp6lKjw,issue60,Military,1,1
HOUSE/IL13 CALLIS STEAK,opQZitcCrtU,gbush,George W. Bush,0,0
HOUSE/IL13 CALLIS STEAK,opQZitcCrtU,gbush,George W. Bush,0,0
HOUSE/IL13 CALLIS STEAK,opQZitcCrtU,gbush,George W. Bush,0,0
HOUSE/IL13 CALLIS STEAK,opQZitcCrtU,gbush,George W. Bush,0,0
HOUSE/IL13 CALLIS STEAK,opQZitcCrtU,gbush,George W. Bush,0,0
HOUSE/IL13 DAVIS PART OF A TEAM,4Vdho_fn2X4,issue10,Tax,1,1
HOUSE/IL13 DAVIS PART OF A TEAM,4Vdho_fn2X4,issue10,Tax,1,1
HOUSE/IL13 DAVIS PART OF A TEAM,4Vdho_fn2X4,issue10,Tax,1,1
HOUSE/IL13 DAVIS PART OF A TEAM,4Vdho_fn2X4,issue10,Tax,1,1
HOUSE/IL13 DAVIS PART OF A TEAM,4Vdho_fn2X4,issue10,Tax,1,1
HOUSE/IL17 BUSTOS GERRY,OxqfDuokxyg,issue12,Government Spending,1,0
HOUSE/IL17 BUSTOS GERRY,OxqfDuokxyg,issue12,Government Spending,1,0
HOUSE/IL17 BUSTOS GERRY,OxqfDuokxyg,issue12,Government Spending,0,0
HOUSE/IL17 BUSTOS GERRY,OxqfDuokxyg,issue12,Government Spending,1,0
HOUSE/IL17 BUSTOS GERRY,OxqfDuokxyg,issue12,Government Spending,1,0
HOUSE/IL17 SCHILLING ACCOUNTABLE,_b3kW-vRjAg,issue12,Government Spending,0,0
HOUSE/IL17 SCHILLING ACCOUNTABLE,_b3kW-vRjAg,issue12,Government Spending,0,0
HOUSE/IL17 SCHILLING ACCOUNTABLE,_b3kW-vRjAg,issue12,Government Spending,1,0
HOUSE/IL17 SCHILLING ACCOUNTABLE,_b3kW-vRjAg,issue12,Government Spending,1,0
HOUSE/IL17 SCHILLING ACCOUNTABLE,_b3kW-vRjAg,issue12,Government Spending,1,0
HOUSE/IN02 MULLEN FOR WHAT'S RIGHT,6Yg3y1jqSjw,mention14,Negative Campaigning,0,0
HOUSE/IN02 MULLEN FOR WHAT'S RIGHT,6Yg3y1jqSjw,mention14,Negative Campaigning,1,0
HOUSE/IN02 MULLEN FOR WHAT'S RIGHT,6Yg3y1jqSjw,mention14,Negative Campaigning,0,0
HOUSE/IN02 MULLEN FOR WHAT'S RIGHT,6Yg3y1jqSjw,mention14,Negative Campaigning,1,0
HOUSE/IN02 MULLEN FOR WHAT'S RIGHT,6Yg3y1jqSjw,mention14,Negative Campaigning,0,0
HOUSE/IN02 MULLEN RUNNING,Nc-PZNhpOtM,issue16,Business,1,1
HOUSE/IN02 MULLEN RUNNING,Nc-PZNhpOtM,issue16,Business,0,1
HOUSE/IN02 MULLEN RUNNING,Nc-PZNhpOtM,issue16,Business,1,1
HOUSE/IN02 MULLEN RUNNING,Nc-PZNhpOtM,issue16,Business,1,1
HOUSE/IN02 MULLEN RUNNING,Nc-PZNhpOtM,issue16,Business,1,1
HOUSE/IN02 MULLEN&IDCVC UP AGAINST,7sGbzfnNj1w,issue18,Employment/Jobs,0,0
HOUSE/IN02 MULLEN&IDCVC UP AGAINST,7sGbzfnNj1w,issue18,Employment/Jobs,1,0
HOUSE/IN02 MULLEN&IDCVC UP AGAINST,7sGbzfnNj1w,issue18,Employment/Jobs,0,0
HOUSE/IN02 MULLEN&IDCVC UP AGAINST,7sGbzfnNj1w,issue18,Employment/Jobs,0,0
HOUSE/IN02 MULLEN&IDCVC UP AGAINST,7sGbzfnNj1w,issue18,Employment/Jobs,0,0
HOUSE/IN02 MULLEN&IDCVC UP AGAINST,7sGbzfnNj1w,issue62,Veterans,1,1
HOUSE/IN02 MULLEN&IDCVC UP AGAINST,7sGbzfnNj1w,issue62,Veterans,1,1
HOUSE/IN02 MULLEN&IDCVC UP AGAINST,7sGbzfnNj1w,issue62,Veterans,1,1
HOUSE/IN02 MULLEN&IDCVC UP AGAINST,7sGbzfnNj1w,issue62,Veterans,1,1
HOUSE/IN02 MULLEN&IDCVC UP AGAINST,7sGbzfnNj1w,issue62,Veterans,1,1
HOUSE/IN02 WALORSKI LISA WILKEN,c8W85wUhZPs,issue62,Veterans,1,1
HOUSE/IN02 WALORSKI LISA WILKEN,c8W85wUhZPs,issue62,Veterans,1,1
HOUSE/IN02 WALORSKI LISA WILKEN,c8W85wUhZPs,issue62,Veterans,1,1
HOUSE/IN02 WALORSKI LISA WILKEN,c8W85wUhZPs,issue62,Veterans,1,1
HOUSE/IN02 WALORSKI LISA WILKEN,c8W85wUhZPs,issue62,Veterans,1,1
HOUSE/IN02 WALORSKI LISA WILKEN,c8W85wUhZPs,republicans,Republicans,0,0
HOUSE/IN02 WALORSKI LISA WILKEN,c8W85wUhZPs,republicans,Republicans,0,0
HOUSE/IN02 WALORSKI LISA WILKEN,c8W85wUhZPs,republicans,Republicans,0,0
HOUSE/IN02 WALORSKI LISA WILKEN,c8W85wUhZPs,republicans,Republicans,0,0
HOUSE/IN02 WALORSKI LISA WILKEN,c8W85wUhZPs,republicans,Republicans,0,0
HOUSE/IN02 WALORSKI ON OUR SIDE,Bte-2itzfyk,democrats,Democrats,1,1
HOUSE/IN02 WALORSKI ON OUR SIDE,Bte-2itzfyk,democrats,Democrats,1,1
HOUSE/IN02 WALORSKI ON OUR SIDE,Bte-2itzfyk,democrats,Democrats,1,1
HOUSE/IN02 WALORSKI ON OUR SIDE,Bte-2itzfyk,democrats,Democrats,1,1
HOUSE/IN02 WALORSKI ON OUR SIDE,Bte-2itzfyk,democrats,Democrats,1,1
HOUSE/IN02 WALORSKI&NRCC AFTER FIVE YEARS,3hPPAWaN4rA,demhse,Nancy Pelosi,0,0
HOUSE/IN02 WALORSKI&NRCC AFTER FIVE YEARS,3hPPAWaN4rA,demhse,Nancy Pelosi,0,0
HOUSE/IN02 WALORSKI&NRCC AFTER FIVE YEARS,3hPPAWaN4rA,demhse,Nancy Pelosi,0,0
HOUSE/IN02 WALORSKI&NRCC AFTER FIVE YEARS,3hPPAWaN4rA,demhse,Nancy Pelosi,1,0
HOUSE/IN02 WALORSKI&NRCC AFTER FIVE YEARS,3hPPAWaN4rA,demhse,Nancy Pelosi,1,0
HOUSE/IN02 WALORSKI&NRCC AFTER FIVE YEARS,3hPPAWaN4rA,mention8,Special Interest,1,1
HOUSE/IN02 WALORSKI&NRCC AFTER FIVE YEARS,3hPPAWaN4rA,mention8,Special Interest,1,1
HOUSE/IN02 WALORSKI&NRCC AFTER FIVE YEARS,3hPPAWaN4rA,mention8,Special Interest,1,1
HOUSE/IN02 WALORSKI&NRCC AFTER FIVE YEARS,3hPPAWaN4rA,mention8,Special Interest,1,1
HOUSE/IN02 WALORSKI&NRCC AFTER FIVE YEARS,3hPPAWaN4rA,mention8,Special Interest,1,1
HOUSE/IN08 CROOKS PAKISTAN DISGUSTING,KPKuBn9Abqo,issue63,Foreign Aid,1,1
HOUSE/IN08 CROOKS PAKISTAN DISGUSTING,KPKuBn9Abqo,issue63,Foreign Aid,0,1
HOUSE/IN08 CROOKS PAKISTAN DISGUSTING,KPKuBn9Abqo,issue63,Foreign Aid,1,1
HOUSE/IN08 CROOKS PAKISTAN DISGUSTING,KPKuBn9Abqo,issue63,Foreign Aid,1,1
HOUSE/IN08 CROOKS PAKISTAN DISGUSTING,KPKuBn9Abqo,issue63,Foreign Aid,1,1
HOUSE/IN08 CROOKS&DCCC ROMNEY AND OBAMA,OBBsIUiI3HM,issue22,Economy,1,0
HOUSE/IN08 CROOKS&DCCC ROMNEY AND OBAMA,OBBsIUiI3HM,issue22,Economy,0,0
HOUSE/IN08 CROOKS&DCCC ROMNEY AND OBAMA,OBBsIUiI3HM,issue22,Economy,0,0
HOUSE/IN08 CROOKS&DCCC ROMNEY AND OBAMA,OBBsIUiI3HM,issue22,Economy,1,0
HOUSE/IN08 CROOKS&DCCC ROMNEY AND OBAMA,OBBsIUiI3HM,issue22,Economy,0,0
HOUSE/KS02 JENKINS EVERY 9 SECONDS,WkvX1oJ8lU4,issue30,Women's Health,0,0
HOUSE/KS02 JENKINS EVERY 9 SECONDS,WkvX1oJ8lU4,issue30,Women's Health,1,0
HOUSE/KS02 JENKINS EVERY 9 SECONDS,WkvX1oJ8lU4,issue30,Women's Health,0,0
HOUSE/KS02 JENKINS EVERY 9 SECONDS,WkvX1oJ8lU4,issue30,Women's Health,0,0
HOUSE/KS02 JENKINS EVERY 9 SECONDS,WkvX1oJ8lU4,issue30,Women's Health,0,0
HOUSE/KS03 YODER SUPPORT US,ndTcYTEGlv0,issue62,Veterans,1,1
HOUSE/KS03 YODER SUPPORT US,ndTcYTEGlv0,issue62,Veterans,1,1
HOUSE/KS03 YODER SUPPORT US,ndTcYTEGlv0,issue62,Veterans,1,1
HOUSE/KS03 YODER SUPPORT US,ndTcYTEGlv0,issue62,Veterans,1,1
HOUSE/KS03 YODER SUPPORT US,ndTcYTEGlv0,issue62,Veterans,1,1
HOUSE/KY06 BARR MADE A MISTAKE IT WAS DUMB,s3eKepOKCFs,issue53,Healthcare,0,0
HOUSE/KY06 BARR MADE A MISTAKE IT WAS DUMB,s3eKepOKCFs,issue53,Healthcare,0,0
HOUSE/KY06 BARR MADE A MISTAKE IT WAS DUMB,s3eKepOKCFs,issue53,Healthcare,0,0
HOUSE/KY06 BARR MADE A MISTAKE IT WAS DUMB,s3eKepOKCFs,issue53,Healthcare,0,0
HOUSE/KY06 BARR MADE A MISTAKE IT WAS DUMB,s3eKepOKCFs,issue53,Healthcare,0,0
HOUSE/KY06 BARR SAVES IT,esCXucIlU-8,prsment,Barack Obama,1,1
HOUSE/KY06 BARR SAVES IT,esCXucIlU-8,prsment,Barack Obama,1,1
HOUSE/KY06 BARR SAVES IT,esCXucIlU-8,prsment,Barack Obama,1,1
HOUSE/KY06 BARR SAVES IT,esCXucIlU-8,prsment,Barack Obama,1,1
HOUSE/KY06 BARR SAVES IT,esCXucIlU-8,prsment,Barack Obama,1,1
HOUSE/KY06 BARR&NRCC ECONOMY STRUGGLING,bB0QrShwGKM,issue53,Healthcare,1,1
HOUSE/KY06 BARR&NRCC ECONOMY STRUGGLING,bB0QrShwGKM,issue53,Healthcare,1,1
HOUSE/KY06 BARR&NRCC ECONOMY STRUGGLING,bB0QrShwGKM,issue53,Healthcare,1,1
HOUSE/KY06 BARR&NRCC ECONOMY STRUGGLING,bB0QrShwGKM,issue53,Healthcare,1,1
HOUSE/KY06 BARR&NRCC ECONOMY STRUGGLING,bB0QrShwGKM,issue53,Healthcare,1,1
HOUSE/LA06 GRAVES SPECIAL PLACE,3jhvRF5fTl0,issue22,Economy,1,1
HOUSE/LA06 GRAVES SPECIAL PLACE,3jhvRF5fTl0,issue22,Economy,1,1
HOUSE/LA06 GRAVES SPECIAL PLACE,3jhvRF5fTl0,issue22,Economy,1,1
HOUSE/LA06 GRAVES SPECIAL PLACE,3jhvRF5fTl0,issue22,Economy,1,1
HOUSE/LA06 GRAVES SPECIAL PLACE,3jhvRF5fTl0,issue22,Economy,1,1
HOUSE/LA06 GRAVES STRONG RECORD,zukhusby_0I,mention7,Conservative,1,1
HOUSE/LA06 GRAVES STRONG RECORD,zukhusby_0I,mention7,Conservative,1,1
HOUSE/LA06 GRAVES STRONG RECORD,zukhusby_0I,mention7,Conservative,1,1
HOUSE/LA06 GRAVES STRONG RECORD,zukhusby_0I,mention7,Conservative,1,1
HOUSE/LA06 GRAVES STRONG RECORD,zukhusby_0I,mention7,Conservative,1,1
HOUSE/MA06 TISEI MOULTON'S CAMPAIGN,g0R8l6Gz1-Q,issue12,Government Spending,0,1
HOUSE/MA06 TISEI MOULTON'S CAMPAIGN,g0R8l6Gz1-Q,issue12,Government Spending,0,1
HOUSE/MA06 TISEI MOULTON'S CAMPAIGN,g0R8l6Gz1-Q,issue12,Government Spending,0,1
HOUSE/MA06 TISEI MOULTON'S CAMPAIGN,g0R8l6Gz1-Q,issue12,Government Spending,0,1
HOUSE/MA06 TISEI MOULTON'S CAMPAIGN,g0R8l6Gz1-Q,issue12,Government Spending,0,1
HOUSE/MA06 TISEI WE WON'T VOTE FOR TIERNEY,3g0ui1i5UDA,issue62,Veterans,1,0
HOUSE/MA06 TISEI WE WON'T VOTE FOR TIERNEY,3g0ui1i5UDA,issue62,Veterans,1,0
HOUSE/MA06 TISEI WE WON'T VOTE FOR TIERNEY,3g0ui1i5UDA,issue62,Veterans,1,0
HOUSE/MA06 TISEI WE WON'T VOTE FOR TIERNEY,3g0ui1i5UDA,issue62,Veterans,0,0
HOUSE/MA06 TISEI WE WON'T VOTE FOR TIERNEY,3g0ui1i5UDA,issue62,Veterans,1,0
HOUSE/MA09 CHAPMAN WRONG TRACK,mnm2wodSt4Y,issue14,Minimum Wage,1,0
HOUSE/MA09 CHAPMAN WRONG TRACK,mnm2wodSt4Y,issue14,Minimum Wage,0,0
HOUSE/MA09 CHAPMAN WRONG TRACK,mnm2wodSt4Y,issue14,Minimum Wage,0,0
HOUSE/MA09 CHAPMAN WRONG TRACK,mnm2wodSt4Y,issue14,Minimum Wage,0,0
HOUSE/MA09 CHAPMAN WRONG TRACK,mnm2wodSt4Y,issue14,Minimum Wage,0,0
HOUSE/MD02 JACOBS BILLS PILE UP,Wy93NOBOqHw,congmt,Congress,0,0
HOUSE/MD02 JACOBS BILLS PILE UP,Wy93NOBOqHw,congmt,Congress,0,0
HOUSE/MD02 JACOBS BILLS PILE UP,Wy93NOBOqHw,congmt,Congress,1,0
HOUSE/MD02 JACOBS BILLS PILE UP,Wy93NOBOqHw,congmt,Congress,0,0
HOUSE/MD02 JACOBS BILLS PILE UP,Wy93NOBOqHw,congmt,Congress,0,0
HOUSE/ME02 MICHAUD VETERANS VA,UoOWTBXIufc,issue56,Social Security,0,0
HOUSE/ME02 MICHAUD VETERANS VA,UoOWTBXIufc,issue56,Social Security,0,0
HOUSE/ME02 MICHAUD VETERANS VA,UoOWTBXIufc,issue56,Social Security,0,0
HOUSE/ME02 MICHAUD VETERANS VA,UoOWTBXIufc,issue56,Social Security,0,0
HOUSE/ME02 MICHAUD VETERANS VA,UoOWTBXIufc,issue56,Social Security,0,0
HOUSE/MI11 MCKENZIE FORECLOSURE KING,tcJ2wx_9H9s,issue21,Housing/Subprime Mortgage,0,0
HOUSE/MI11 MCKENZIE FORECLOSURE KING,tcJ2wx_9H9s,issue21,Housing/Subprime Mortgage,1,0
HOUSE/MI11 MCKENZIE FORECLOSURE KING,tcJ2wx_9H9s,issue21,Housing/Subprime Mortgage,0,0
HOUSE/MI11 MCKENZIE FORECLOSURE KING,tcJ2wx_9H9s,issue21,Housing/Subprime Mortgage,1,0
HOUSE/MI11 MCKENZIE FORECLOSURE KING,tcJ2wx_9H9s,issue21,Housing/Subprime Mortgage,1,0
HOUSE/MN02 KLINE COST YOU MONEY,hXgEopHeBdM,issue10,Tax,1,1
HOUSE/MN02 KLINE COST YOU MONEY,hXgEopHeBdM,issue10,Tax,1,1
HOUSE/MN02 KLINE COST YOU MONEY,hXgEopHeBdM,issue10,Tax,1,1
HOUSE/MN02 KLINE COST YOU MONEY,hXgEopHeBdM,issue10,Tax,1,1
HOUSE/MN02 KLINE COST YOU MONEY,hXgEopHeBdM,issue10,Tax,1,1
HOUSE/MN02 KLINE COST YOU MONEY,hXgEopHeBdM,issue12,Government Spending,1,0
HOUSE/MN02 KLINE COST YOU MONEY,hXgEopHeBdM,issue12,Government Spending,1,0
HOUSE/MN02 KLINE COST YOU MONEY,hXgEopHeBdM,issue12,Government Spending,0,0
HOUSE/MN02 KLINE COST YOU MONEY,hXgEopHeBdM,issue12,Government Spending,1,0
HOUSE/MN02 KLINE COST YOU MONEY,hXgEopHeBdM,issue12,Government Spending,1,0
HOUSE/MN08 NOLAN PHIL OLSON,BCFmD7BzTNg,issue54,Prescription Drug,0,0
HOUSE/MN08 NOLAN PHIL OLSON,BCFmD7BzTNg,issue54,Prescription Drug,0,0
HOUSE/MN08 NOLAN PHIL OLSON,BCFmD7BzTNg,issue54,Prescription Drug,0,0
HOUSE/MN08 NOLAN PHIL OLSON,BCFmD7BzTNg,issue54,Prescription Drug,0,0
HOUSE/MN08 NOLAN PHIL OLSON,BCFmD7BzTNg,issue54,Prescription Drug,0,0
HOUSE/MN08 NOLAN SOME CHOOSE BICKERING AND GRIDLOCK,0p9FhBl5Wg0,congmt,Congress,1,0
HOUSE/MN08 NOLAN SOME CHOOSE BICKERING AND GRIDLOCK,0p9FhBl5Wg0,congmt,Congress,1,0
HOUSE/MN08 NOLAN SOME CHOOSE BICKERING AND GRIDLOCK,0p9FhBl5Wg0,congmt,Congress,0,0
HOUSE/MN08 NOLAN SOME CHOOSE BICKERING AND GRIDLOCK,0p9FhBl5Wg0,congmt,Congress,0,0
HOUSE/MN08 NOLAN SOME CHOOSE BICKERING AND GRIDLOCK,0p9FhBl5Wg0,congmt,Congress,0,0
HOUSE/NC02 AIKEN GOOD INTENTIONS,fHro0yFNeKo,issue38,Civil Liberty,0,0
HOUSE/NC02 AIKEN GOOD INTENTIONS,fHro0yFNeKo,issue38,Civil Liberty,0,0
HOUSE/NC02 AIKEN GOOD INTENTIONS,fHro0yFNeKo,issue38,Civil Liberty,0,0
HOUSE/NC02 AIKEN GOOD INTENTIONS,fHro0yFNeKo,issue38,Civil Liberty,0,0
HOUSE/NC02 AIKEN GOOD INTENTIONS,fHro0yFNeKo,issue38,Civil Liberty,0,0
HOUSE/NC06 WALKER DIFFERENT,MItu0LubSw4,issue98,Government Regulation,1,1
HOUSE/NC06 WALKER DIFFERENT,MItu0LubSw4,issue98,Government Regulation,1,1
HOUSE/NC06 WALKER DIFFERENT,MItu0LubSw4,issue98,Government Regulation,1,1
HOUSE/NC06 WALKER DIFFERENT,MItu0LubSw4,issue98,Government Regulation,0,1
HOUSE/NC06 WALKER DIFFERENT,MItu0LubSw4,issue98,Government Regulation,1,1
HOUSE/NC07 MCINTYRE DAWN 60,VJ_rsJZW4Y0,issue60,Military,1,0
HOUSE/NC07 MCINTYRE DAWN 60,VJ_rsJZW4Y0,issue60,Military,1,0
HOUSE/NC07 MCINTYRE DAWN 60,VJ_rsJZW4Y0,issue60,Military,1,0
HOUSE/NC07 MCINTYRE DAWN 60,VJ_rsJZW4Y0,issue60,Military,1,0
HOUSE/NC07 MCINTYRE DAWN 60,VJ_rsJZW4Y0,issue60,Military,1,0
HOUSE/NC09 PITTENGER THIS COUNTRY,2-tGaaoCZM4,issue13,Recession/Stimulus/Bailout,0,1
HOUSE/NC09 PITTENGER THIS COUNTRY,2-tGaaoCZM4,issue13,Recession/Stimulus/Bailout,0,1
HOUSE/NC09 PITTENGER THIS COUNTRY,2-tGaaoCZM4,issue13,Recession/Stimulus/Bailout,0,1
HOUSE/NC09 PITTENGER THIS COUNTRY,2-tGaaoCZM4,issue13,Recession/Stimulus/Bailout,0,1
HOUSE/NC09 PITTENGER THIS COUNTRY,2-tGaaoCZM4,issue13,Recession/Stimulus/Bailout,0,1
HOUSE/ND01 CRAMER GOVERNOR SCHAFER,OzS8qf9rOy0,issue11,Deficit/Budget/Debt,1,1
HOUSE/ND01 CRAMER GOVERNOR SCHAFER,OzS8qf9rOy0,issue11,Deficit/Budget/Debt,1,1
HOUSE/ND01 CRAMER GOVERNOR SCHAFER,OzS8qf9rOy0,issue11,Deficit/Budget/Debt,1,1
HOUSE/ND01 CRAMER GOVERNOR SCHAFER,OzS8qf9rOy0,issue11,Deficit/Budget/Debt,1,1
HOUSE/ND01 CRAMER GOVERNOR SCHAFER,OzS8qf9rOy0,issue11,Deficit/Budget/Debt,1,1
HOUSE/ND01 GULLESON INDEPENDENCE,z77mEpHIjbE,issue20,Trade/Globalization,0,0
HOUSE/ND01 GULLESON INDEPENDENCE,z77mEpHIjbE,issue20,Trade/Globalization,0,0
HOUSE/ND01 GULLESON INDEPENDENCE,z77mEpHIjbE,issue20,Trade/Globalization,0,0
HOUSE/ND01 GULLESON INDEPENDENCE,z77mEpHIjbE,issue20,Trade/Globalization,0,0
HOUSE/ND01 GULLESON INDEPENDENCE,z77mEpHIjbE,issue20,Trade/Globalization,0,0
HOUSE/ND01 GULLESON VALUES,QKai-UC9Hqo,issue15,Farming,1,1
HOUSE/ND01 GULLESON VALUES,QKai-UC9Hqo,issue15,Farming,1,1
HOUSE/ND01 GULLESON VALUES,QKai-UC9Hqo,issue15,Farming,1,1
HOUSE/ND01 GULLESON VALUES,QKai-UC9Hqo,issue15,Farming,1,1
HOUSE/ND01 GULLESON VALUES,QKai-UC9Hqo,issue15,Farming,1,1
HOUSE/ND01 SINNER LONG WAY FROM WASHINGTON,lxU1RIa5Enc,issue43,Judiciary,0,0
HOUSE/ND01 SINNER LONG WAY FROM WASHINGTON,lxU1RIa5Enc,issue43,Judiciary,0,0
HOUSE/ND01 SINNER LONG WAY FROM WASHINGTON,lxU1RIa5Enc,issue43,Judiciary,0,0
HOUSE/ND01 SINNER LONG WAY FROM WASHINGTON,lxU1RIa5Enc,issue43,Judiciary,0,0
HOUSE/ND01 SINNER LONG WAY FROM WASHINGTON,lxU1RIa5Enc,issue43,Judiciary,0,0
HOUSE/NE02 ASHFORD MY DAD,X98VUvaknww,issue10,Tax,0,1
HOUSE/NE02 ASHFORD MY DAD,X98VUvaknww,issue10,Tax,1,1
HOUSE/NE02 ASHFORD MY DAD,X98VUvaknww,issue10,Tax,0,1
HOUSE/NE02 ASHFORD MY DAD,X98VUvaknww,issue10,Tax,0,1
HOUSE/NE02 ASHFORD MY DAD,X98VUvaknww,issue10,Tax,1,1
HOUSE/NE02 ASHFORD TERRY WILL SAY ANYTHING,_YouijHqgf8,mention4,Change,0,0
HOUSE/NE02 ASHFORD TERRY WILL SAY ANYTHING,_YouijHqgf8,mention4,Change,0,0
HOUSE/NE02 ASHFORD TERRY WILL SAY ANYTHING,_YouijHqgf8,mention4,Change,0,0
HOUSE/NE02 ASHFORD TERRY WILL SAY ANYTHING,_YouijHqgf8,mention4,Change,0,0
HOUSE/NE02 ASHFORD TERRY WILL SAY ANYTHING,_YouijHqgf8,mention4,Change,1,0
HOUSE/NE02 ASHFORD TIME,J7guAKxp_DU,mention4,Change,1,0
HOUSE/NE02 ASHFORD TIME,J7guAKxp_DU,mention4,Change,1,0
HOUSE/NE02 ASHFORD TIME,J7guAKxp_DU,mention4,Change,0,0
HOUSE/NE02 ASHFORD TIME,J7guAKxp_DU,mention4,Change,1,0
HOUSE/NE02 ASHFORD TIME,J7guAKxp_DU,mention4,Change,1,0
HOUSE/NE02 ASHFORD TOO MANY IN CONGRESS,PtTlNXDMZRk,congmt,Congress,0,0
HOUSE/NE02 ASHFORD TOO MANY IN CONGRESS,PtTlNXDMZRk,congmt,Congress,1,0
HOUSE/NE02 ASHFORD TOO MANY IN CONGRESS,PtTlNXDMZRk,congmt,Congress,1,0
