"creative","racelab","rep","dem","third","repinc","deminc","thirdinc","win","thirdpty","inc","won"
"HOUSE/NY25 SLAUGHTER BILL CLINTON ENDORSEMENT","hou2012","Brooks, Maggie","Slaughter, Louise M.","",0,1,0,"D",NA,1,1
"HOUSE/NY25 SLAUGHTER BROOKS ALLIES","hou2012","Brooks, Maggie","Slaughter, Louise M.","",0,1,0,"D",NA,1,1
"HOUSE/NY25 SLAUGHTER BROOKS SUPPORTS ROMNEY'S PLAN","hou2012","Brooks, Maggie","Slaughter, Louise M.","",0,1,0,"D",NA,1,1
"HOUSE/NY25 SLAUGHTER MARINES BODY ARMOR","hou2012","Brooks, Maggie","Slaughter, Louise M.","",0,1,0,"D",NA,1,1
"HOUSE/NY25 SLAUGHTER SCANDAL","hou2012","Brooks, Maggie","Slaughter, Louise M.","",0,1,0,"D",NA,1,1
"HOUSE/NY25 SLAUGHTER STATE AUDITS SHOW","hou2012","Brooks, Maggie","Slaughter, Louise M.","",0,1,0,"D",NA,1,1
"HOUSE/NY25 SLAUGHTER TOUGH QUESTIONS TONIGHT","hou2012","Brooks, Maggie","Slaughter, Louise M.","",0,1,0,"D",NA,1,1
"HOUSE/NY25 SLAUGHTER WE CAN'T STOP FIGHTING","hou2012","Brooks, Maggie","Slaughter, Louise M.","",0,1,0,"D",NA,1,1
"HOUSE/NY25 SLAUGHTER&DCCC BROOKS RAISING TAXES","hou2012","Brooks, Maggie","Slaughter, Louise M.","",0,1,0,"D",NA,1,1
"HOUSE/NY25 SLAUGHTER&DCCC MADE IN AMERICA","hou2012","Brooks, Maggie","Slaughter, Louise M.","",0,1,0,"D",NA,1,1
"HOUSE/NY26 MADIGAN EDUCATION IN OUR CITIES IS A CRISIS","hou2012","Madigan, Michael H.","Higgins, Brian M.","",0,1,0,"D",NA,0,0
"HOUSE/NY26 MADIGAN THIS REGION RATED MOST HOSTILE TO BUSINESS","hou2012","Madigan, Michael H.","Higgins, Brian M.","",0,1,0,"D",NA,0,0
"HOUSE/NY27 COLLINS HIS FIRST BUSINESS","hou2012","Collins, Chris","Hochul, Kathy Courtney","",0,1,0,"R",NA,0,1
"HOUSE/NY27 COLLINS HIS FIRST BUSINESS REV","hou2012","Collins, Chris","Hochul, Kathy Courtney","",0,1,0,"R",NA,0,1
"HOUSE/NY27 COLLINS HOCHUL BROKE HER PROMISE","hou2012","Collins, Chris","Hochul, Kathy Courtney","",0,1,0,"R",NA,0,1
"HOUSE/NY27 COLLINS HOCHUL PRETENDS","hou2012","Collins, Chris","Hochul, Kathy Courtney","",0,1,0,"R",NA,0,1
"HOUSE/NY27 COLLINS JOBS","hou2012","Collins, Chris","Hochul, Kathy Courtney","",0,1,0,"R",NA,0,1
"HOUSE/NY27 COLLINS WHILE HOCHUL DISTORTS TRUTH","hou2012","Collins, Chris","Hochul, Kathy Courtney","",0,1,0,"R",NA,0,1
"HOUSE/NY27 COLLINS&NRCC WHILE HOCHUL DISTORTS TRUTH","hou2012","Collins, Chris","Hochul, Kathy Courtney","",0,1,0,"R",NA,0,1
"HOUSE/NY27 HOCHUL COLLINS FIRED WORKERS","hou2012","Collins, Chris","Hochul, Kathy Courtney","",0,1,0,"R",NA,1,0
"HOUSE/NY27 HOCHUL COLLINS PRO LIFE","hou2012","Collins, Chris","Hochul, Kathy Courtney","",0,1,0,"R",NA,1,0
"HOUSE/NY27 HOCHUL COLLINS TELLS A NICE STORY","hou2012","Collins, Chris","Hochul, Kathy Courtney","",0,1,0,"R",NA,1,0
"HOUSE/NY27 HOCHUL LEAVE MY FAMILY OUT OF IT","hou2012","Collins, Chris","Hochul, Kathy Courtney","",0,1,0,"R",NA,1,0
"HOUSE/NY27 HOCHUL LOOK IT UP","hou2012","Collins, Chris","Hochul, Kathy Courtney","",0,1,0,"R",NA,1,0
"HOUSE/NY27 HOCHUL NATIONAL DEBT","hou2012","Collins, Chris","Hochul, Kathy Courtney","",0,1,0,"R",NA,1,0
"HOUSE/NY27 HOCHUL REALLY CHRIS","hou2012","Collins, Chris","Hochul, Kathy Courtney","",0,1,0,"R",NA,1,0
"HOUSE/NY27 HOCHUL TOUGH CHOICES","hou2012","Collins, Chris","Hochul, Kathy Courtney","",0,1,0,"R",NA,1,0
"HOUSE/NY27 HOCHUL&NYSDC CHRIS COLLINS AND JOBS","hou2012","Collins, Chris","Hochul, Kathy Courtney","",0,1,0,"R",NA,1,0
"HOUSE/OH01 CHABOT GROWING UP","hou2012","Chabot, Steve","Sinnard, Jeff","Berns, Jim",1,0,0,"R",NA,1,1
"HOUSE/OH01 CHABOT IS WORKING","hou2012","Chabot, Steve","Sinnard, Jeff","Berns, Jim",1,0,0,"R",NA,1,1
"HOUSE/OH01 CHABOT TOO MUCH OF OUR MONEY GETS WASTED","hou2012","Chabot, Steve","Sinnard, Jeff","Berns, Jim",1,0,0,"R",NA,1,1
"HOUSE/OH02 WENSTRUP SERVING IN IRAQ","hou2012","Wenstrup, Brad","Smith, William","",0,0,0,"R",NA,0,1
"HOUSE/OH05 LATTA CORE VALUES","hou2012","Latta, Bob","Zimmann, Angela","Eberly, Eric",1,0,0,"R",NA,1,1
"HOUSE/OH05 LATTA OUR DAD","hou2012","Latta, Bob","Zimmann, Angela","Eberly, Eric",1,0,0,"R",NA,1,1
"HOUSE/OH05 LATTA WHEN BOB WAS A BOY","hou2012","Latta, Bob","Zimmann, Angela","Eberly, Eric",1,0,0,"R",NA,1,1
"HOUSE/OH05 LATTA ZIMMANN SHAME ON YOU","hou2012","Latta, Bob","Zimmann, Angela","Eberly, Eric",1,0,0,"R",NA,1,1
"HOUSE/OH05 ZIMMANN BETTER CHOICE","hou2012","Latta, Bob","Zimmann, Angela","Eberly, Eric",1,0,0,"R",NA,0,0
"HOUSE/OH05 ZIMMANN LATTA ASHAMED","hou2012","Latta, Bob","Zimmann, Angela","Eberly, Eric",1,0,0,"R",NA,0,0
"HOUSE/OH06 JOHNSON ACCOUNTABILITY","hou2012","Johnson, Bill","Wilson, Charles A. Jr.","",1,0,0,"R",NA,1,1
"HOUSE/OH06 JOHNSON COMMITMENT","hou2012","Johnson, Bill","Wilson, Charles A. Jr.","",1,0,0,"R",NA,1,1
"HOUSE/OH06 JOHNSON COUNT ON BILL","hou2012","Johnson, Bill","Wilson, Charles A. Jr.","",1,0,0,"R",NA,1,1
"HOUSE/OH06 JOHNSON IT'S NOT EASY TO TELL WHO'S LYING","hou2012","Johnson, Bill","Wilson, Charles A. Jr.","",1,0,0,"R",NA,1,1
"HOUSE/OH06 JOHNSON SOLUTIONS","hou2012","Johnson, Bill","Wilson, Charles A. Jr.","",1,0,0,"R",NA,1,1
"HOUSE/OH06 JOHNSON THREATS","hou2012","Johnson, Bill","Wilson, Charles A. Jr.","",1,0,0,"R",NA,1,1
"HOUSE/OH06 JOHNSON WILSON GAVE US OBAMACARE","hou2012","Johnson, Bill","Wilson, Charles A. Jr.","",1,0,0,"R",NA,1,1
"HOUSE/OH06 WILSON CHUCK STRIZAK ANGRY","hou2012","Johnson, Bill","Wilson, Charles A. Jr.","",1,0,0,"R",NA,0,0
"HOUSE/OH06 WILSON JOHNNY WAUGH I WORKED HERE","hou2012","Johnson, Bill","Wilson, Charles A. Jr.","",1,0,0,"R",NA,0,0
"HOUSE/OH06 WILSON JOHNSON FOR CHINA","hou2012","Johnson, Bill","Wilson, Charles A. Jr.","",1,0,0,"R",NA,0,0
"HOUSE/OH06 WILSON JOHNSON NOT TRUE","hou2012","Johnson, Bill","Wilson, Charles A. Jr.","",1,0,0,"R",NA,0,0
"HOUSE/OH06 WILSON JOHNSON OUTSOURCED","hou2012","Johnson, Bill","Wilson, Charles A. Jr.","",1,0,0,"R",NA,0,0
"HOUSE/OH06 WILSON THE FACTS","hou2012","Johnson, Bill","Wilson, Charles A. Jr.","",1,0,0,"R",NA,0,0
"HOUSE/OH06 WILSON&DCCC AMERICAN JOBS","hou2012","Johnson, Bill","Wilson, Charles A. Jr.","",1,0,0,"R",NA,0,0
"HOUSE/OH07 GIBBS IS DIFFERENT","hou2012","Gibbs, Bob","HealyAbrams, Joyce","",1,0,0,"R",NA,1,1
"HOUSE/OH07 HEALY-ABRAMS FIRST TO GRADUATE COLLEGE","hou2012","Gibbs, Bob","HealyAbrams, Joyce","",1,0,0,"R",NA,0,0
"HOUSE/OH07 HEALY-ABRAMS FIRST TO GRADUATE COLLEGE 15","hou2012","Gibbs, Bob","HealyAbrams, Joyce","",1,0,0,"R",NA,0,0
"HOUSE/OH07 HEALY-ABRAMS JOBS PLAN 15","hou2012","Gibbs, Bob","HealyAbrams, Joyce","",1,0,0,"R",NA,0,0
"HOUSE/OH07 HEALY-ABRAMS WHO IS GIBBS","hou2012","Gibbs, Bob","HealyAbrams, Joyce","",1,0,0,"R",NA,0,0
"HOUSE/OH07 HEALY-ABRAMS WHO IS GIBBS 10","hou2012","Gibbs, Bob","HealyAbrams, Joyce","",1,0,0,"R",NA,0,0
"HOUSE/OH07 HEALY-ABRAMS WHO IS GIBBS 15","hou2012","Gibbs, Bob","HealyAbrams, Joyce","",1,0,0,"R",NA,0,0
"HOUSE/OH10 NEUHARDT CONGRESSMAN DON'T USUALLY","hou2012","Turner, Michael R.","Neuhardt, Sharen Swartz","Harlow, David",1,0,0,"R",NA,0,0
"HOUSE/OH10 NEUHARDT JIMMY","hou2012","Turner, Michael R.","Neuhardt, Sharen Swartz","Harlow, David",1,0,0,"R",NA,0,0
"HOUSE/OH10 TURNER OTHER PEOPLE HAVE ASKED ME","hou2012","Turner, Michael R.","Neuhardt, Sharen Swartz","Harlow, David",1,0,0,"R",NA,1,1
"HOUSE/OH10 TURNER WE WENT TO MIKE FOR HELP","hou2012","Turner, Michael R.","Neuhardt, Sharen Swartz","Harlow, David",1,0,0,"R",NA,1,1
"HOUSE/OH10 TURNER WE WENT TO MIKE FOR HELP 60","hou2012","Turner, Michael R.","Neuhardt, Sharen Swartz","Harlow, David",1,0,0,"R",NA,1,1
"HOUSE/OH10 TURNER YOU KNOW ME","hou2012","Turner, Michael R.","Neuhardt, Sharen Swartz","Harlow, David",1,0,0,"R",NA,1,1
"HOUSE/OH12 TIBERI REGULATIONS AND TAX CODE","hou2012","Tiberi, Pat","Reese, Jim","",1,0,0,"R",NA,1,1
"HOUSE/OH12 TIBERI WASHINGTON ISN'T THE ONLY CHAOS","hou2012","Tiberi, Pat","Reese, Jim","",1,0,0,"R",NA,1,1
"HOUSE/OH13 SUTTON OHIO TOUGHNESS","hou2012","Agana, Marisha","Ryan, Tim","",0,1,0,"D",NA,1,1
"HOUSE/OH14 MACKO MURDER THE UNBORN","hou2012","Joyce, David","Blanchard, Dale Virgil","Mastromatteo, Elaine",0,0,0,"R",NA,0,0
"HOUSE/OH15 STIVERS ANGELA KING","hou2012","Stivers, Steve","Lang, Pat","",1,0,0,"R",NA,1,1
"HOUSE/OH15 STIVERS DURING THE MONTH OF OCTOBER","hou2012","Stivers, Steve","Lang, Pat","",1,0,0,"R",NA,1,1
"HOUSE/OH15 STIVERS IS WORKING","hou2012","Stivers, Steve","Lang, Pat","",1,0,0,"R",NA,1,1
"HOUSE/OH15 STIVERS IT'S MORNING","hou2012","Stivers, Steve","Lang, Pat","",1,0,0,"R",NA,1,1
"HOUSE/OH15 STIVERS LEAD BY EXAMPLE","hou2012","Stivers, Steve","Lang, Pat","",1,0,0,"R",NA,1,1
"HOUSE/OH16 RENACCI CANCER FUNDING ITS PERSONAL","hou2012","Renacci, Jim","Sutton, Betty","",1,0,0,"R",NA,1,1
"HOUSE/OH16 RENACCI DEALERSHIP","hou2012","Renacci, Jim","Sutton, Betty","",1,0,0,"R",NA,1,1
"HOUSE/OH16 RENACCI WATCHED TV","hou2012","Renacci, Jim","Sutton, Betty","",1,0,0,"R",NA,1,1
"HOUSE/OH16 SUTTON EVEN KIDS KNOW","hou2012","Renacci, Jim","Sutton, Betty","",1,0,0,"R",NA,0,0
"HOUSE/OH16 SUTTON MY DAD FOUGHT IN WW2","hou2012","Renacci, Jim","Sutton, Betty","",1,0,0,"R",NA,0,0
"HOUSE/OH16 SUTTON OHIO TOUGHNESS REV","hou2012","Renacci, Jim","Sutton, Betty","",1,0,0,"R",NA,0,0
"HOUSE/OH16 SUTTON OHIO TOUGHNESS TO WASHINGTON","hou2012","Renacci, Jim","Sutton, Betty","",1,0,0,"R",NA,0,0
"HOUSE/OK01 BRIDENSTINE FREEDOM","hou2012","Bridenstine, Jim","Olson, John","Allen, Craig",0,0,0,"R",NA,0,1
"HOUSE/OK01 BRIDENSTINE TOM COBURN ENDORSEMENT","hou2012","Bridenstine, Jim","Olson, John","Allen, Craig",0,0,0,"R",NA,0,1
"HOUSE/OK01 BRIDENSTINE WITH THE RIGHT POLICIES","hou2012","Bridenstine, Jim","Olson, John","Allen, Craig",0,0,0,"R",NA,0,1
"HOUSE/OK01 OLSON I'M RUNNING FOR","hou2012","Bridenstine, Jim","Olson, John","Allen, Craig",0,0,0,"R",NA,0,0
"HOUSE/OK01 SULLIVAN HUMBLE MAN","hou2012","Bridenstine, Jim","Olson, John","Allen, Craig",0,0,0,"R",NA,0,1
"HOUSE/OK01 SULLIVAN STANDING STRONG","hou2012","Bridenstine, Jim","Olson, John","Allen, Craig",0,0,0,"R",NA,0,1
"HOUSE/OK02 FAUGHT TRILLIONS IN DEBT","hou2012","Mullin, Markwayne","Wallace, Rob","Fulks, Michael G.",0,0,0,"R",NA,0,1
"HOUSE/OK02 MULLIN MY GRANDAD PROUDLY SERVED","hou2012","Mullin, Markwayne","Wallace, Rob","Fulks, Michael G.",0,0,0,"R",NA,0,1
"HOUSE/OK02 MULLIN RANCHER FATHER JOB CREATOR","hou2012","Mullin, Markwayne","Wallace, Rob","Fulks, Michael G.",0,0,0,"R",NA,0,1
"HOUSE/OK02 MULLIN WALLACE WAGES A NEGATIVE CAMPAIGN","hou2012","Mullin, Markwayne","Wallace, Rob","Fulks, Michael G.",0,0,0,"R",NA,0,1
"HOUSE/OK02 MULLIN WALLACE WAGES A NEGATIVE CAMPAIGN REV","hou2012","Mullin, Markwayne","Wallace, Rob","Fulks, Michael G.",0,0,0,"R",NA,0,1
"HOUSE/OK02 WALLACE DIFFERENT","hou2012","Mullin, Markwayne","Wallace, Rob","Fulks, Michael G.",0,0,0,"R",NA,0,0
"HOUSE/OK02 WALLACE DIFFERENT REV","hou2012","Mullin, Markwayne","Wallace, Rob","Fulks, Michael G.",0,0,0,"R",NA,0,0
"HOUSE/OK02 WALLACE MULLIN FOLDED","hou2012","Mullin, Markwayne","Wallace, Rob","Fulks, Michael G.",0,0,0,"R",NA,0,0
"HOUSE/OK02 WALLACE MULLIN'S HEAD ISN'T ON STRAIGHT","hou2012","Mullin, Markwayne","Wallace, Rob","Fulks, Michael G.",0,0,0,"R",NA,0,0
"HOUSE/OK03 LUCAS EFFECTIVE VOICE","hou2012","Lucas, Frank D.","Murray, Timothy Ray","Sanders, William M.",1,0,0,"R",NA,1,1
"HOUSE/OK03 LUCAS JUST CALL ME FRANK","hou2012","Lucas, Frank D.","Murray, Timothy Ray","Sanders, William M.",1,0,0,"R",NA,1,1
"HOUSE/OK03 LUCAS STELLAR JOB","hou2012","Lucas, Frank D.","Murray, Timothy Ray","Sanders, William M.",1,0,0,"R",NA,1,1
"HOUSE/OK04 COLE HELPING WRITE","hou2012","Cole, Thomas J.","Bebo, Donna Marie","Harris, RJ",1,0,0,"R",NA,1,1
"HOUSE/OK05 GUILD LANKFORD DO NOTHING","hou2012","Lankford, James","Guild, Tom","Martin, Pat",1,0,0,"R",NA,0,0
"HOUSE/OK05 GUILD LANKFORD ISN'T LISTENING TO WOMEN","hou2012","Lankford, James","Guild, Tom","Martin, Pat",1,0,0,"R",NA,0,0
"HOUSE/OK05 GUILD LANKFORD RADICAL CHANGES","hou2012","Lankford, James","Guild, Tom","Martin, Pat",1,0,0,"R",NA,0,0
"HOUSE/OK05 LANKFORD TRUE TO HIS WORD","hou2012","Lankford, James","Guild, Tom","Martin, Pat",1,0,0,"R",NA,1,1
"HOUSE/OR02 WALDEN BROADBAND JOBS LAW","hou2012","Walden, Greg","Segers, Joyce B.","Tabor, Joe",1,0,0,"R",NA,1,1
"HOUSE/OR02 WALDEN CATASTROPHIC WILDFIRES","hou2012","Walden, Greg","Segers, Joyce B.","Tabor, Joe",1,0,0,"R",NA,1,1
"HOUSE/OR02 WALDEN SOME THINGS WE CAN AGREE ON","hou2012","Walden, Greg","Segers, Joyce B.","Tabor, Joe",1,0,0,"R",NA,1,1
"HOUSE/OR05 SCHRADER FOR GENERATIONS","hou2012","Thompson, Fred","Schrader, Kurt","Lugo, Christina Jean",0,1,0,"D",NA,1,1
"HOUSE/PA05 THOMPSON HONOR KINDNESS THRIFTINESS STRENGTH","hou2012","Thompson, Glenn","Dumas, Charles","",1,0,0,"R",NA,1,1
"HOUSE/PA06 TRIVEDI GERLACH GREAT HAIR TERRIBLE IDEAS","hou2012","Gerlach, James W.","Trivedi, Manan","",1,0,0,"R",NA,0,0
"HOUSE/PA06 TRIVEDI GERLACH GREAT HAIR TERRIBLE IDEAS REV","hou2012","Gerlach, James W.","Trivedi, Manan","",1,0,0,"R",NA,0,0
"HOUSE/PA06 TRIVEDI OATH","hou2012","Gerlach, James W.","Trivedi, Manan","",1,0,0,"R",NA,0,0
"HOUSE/PA08 FITZPATRICK AS PARENTS","hou2012","Fitzpatrick, Michael G.","Boockvar, Kathy","",1,0,0,"R",NA,1,1
"HOUSE/PA08 FITZPATRICK FALLEN HEROES","hou2012","Fitzpatrick, Michael G.","Boockvar, Kathy","",1,0,0,"R",NA,1,1
"HOUSE/PA10 MARINO FEW AS TOUGH AS","hou2012","Marino, Thomas A.","Scollo, Phillip","",1,0,0,"R",NA,1,1
"HOUSE/PA10 MARINO SCOLLO LIE OF THE YEAR","hou2012","Marino, Thomas A.","Scollo, Phillip","",1,0,0,"R",NA,1,1
"HOUSE/PA10 SCOLLO MARINO IS NOT FOR US","hou2012","Marino, Thomas A.","Scollo, Phillip","",1,0,0,"R",NA,0,0
"HOUSE/PA11 BARLETTA FIGHTING FOR TAXPAYERS","hou2012","Barletta, Lou","Stilp, Gene","",1,0,0,"R",NA,1,1
"HOUSE/PA11 BARLETTA FIGHTING FOR US","hou2012","Barletta, Lou","Stilp, Gene","",1,0,0,"R",NA,1,1
"HOUSE/PA12 CRITZ DON'T AGREE ON MEDICARE","hou2012","Rothfus, Keith","Critz, Mark S.","",0,1,0,"R",NA,1,0
"HOUSE/PA12 CRITZ MAKE THEM","hou2012","Rothfus, Keith","Critz, Mark S.","",0,1,0,"R",NA,1,0
"HOUSE/PA12 CRITZ NEXT GENERATION","hou2012","Rothfus, Keith","Critz, Mark S.","",0,1,0,"R",NA,1,0
"HOUSE/PA12 CRITZ THIS IS MY HOME","hou2012","Rothfus, Keith","Critz, Mark S.","",0,1,0,"R",NA,1,0
"HOUSE/PA12 CRITZ YOU DECIDE","hou2012","Rothfus, Keith","Critz, Mark S.","",0,1,0,"R",NA,1,0
"HOUSE/PA12 ROTHFUS ALICES","hou2012","Rothfus, Keith","Critz, Mark S.","",0,1,0,"R",NA,0,1
"HOUSE/PA12 ROTHFUS CRITZ BROKE HIS WORD","hou2012","Rothfus, Keith","Critz, Mark S.","",0,1,0,"R",NA,0,1
"HOUSE/PA12 ROTHFUS CRITZ OBAMA'S YES MAN","hou2012","Rothfus, Keith","Critz, Mark S.","",0,1,0,"R",NA,0,1
"HOUSE/PA12 ROTHFUS CRITZ SHAME ON YOU","hou2012","Rothfus, Keith","Critz, Mark S.","",0,1,0,"R",NA,0,1
"HOUSE/PA12 ROTHFUS GOLF","hou2012","Rothfus, Keith","Critz, Mark S.","",0,1,0,"R",NA,0,1
"HOUSE/PA12 ROTHFUS I CAN'T BELIEVE","hou2012","Rothfus, Keith","Critz, Mark S.","",0,1,0,"R",NA,0,1
"HOUSE/PA12 ROTHFUS&NRCC REGULAR GUY","hou2012","Rothfus, Keith","Critz, Mark S.","",0,1,0,"R",NA,0,1
"HOUSE/PA12/ ROTHFUS FORTUNE","hou2012","Rothfus, Keith","Critz, Mark S.","",0,1,0,"R",NA,0,1
"HOUSE/PA15 DENT I DISAGREE","hou2012","Dent, Charlie W.","Daugherty, Rick","",1,0,0,"R",NA,1,1
"HOUSE/PA15 DENT IT'S ABOUT JOBS","hou2012","Dent, Charlie W.","Daugherty, Rick","",1,0,0,"R",NA,1,1
"HOUSE/PA16 PITTS EVERY TIME I VOTE","hou2012","Pitts, Joseph R.","Strader, Aryanna","Murphy, John",1,0,0,"R",NA,1,1
"HOUSE/PA17 CARTWRIGHT AT HOME","hou2012","Cummings, Laureen","Cartwright, Matt","",0,0,0,"D",NA,0,1
"HOUSE/PA18 MAGGI MURPHY'S BUDGET PLAN","hou2012","Murphy, Timothy","Maggi, Larry","",1,0,0,"R",NA,0,0
"HOUSE/PA18 MAGGI NOT TOO BAD","hou2012","Murphy, Timothy","Maggi, Larry","",1,0,0,"R",NA,0,0
"HOUSE/PA18 MURPHY HE WROTE","hou2012","Murphy, Timothy","Maggi, Larry","",1,0,0,"R",NA,1,1
"HOUSE/PA18 MURPHY MAGGIE LIE OF THE YEAR","hou2012","Murphy, Timothy","Maggi, Larry","",1,0,0,"R",NA,1,1
"HOUSE/RI01 CICILLINE BIG DIFFERENCE","hou2012","Doherty, Brendan P.","Cicilline, David N.","Vogel, David S.",0,1,0,"D",NA,1,1
"HOUSE/RI01 CICILLINE FANTASTIC","hou2012","Doherty, Brendan P.","Cicilline, David N.","Vogel, David S.",0,1,0,"D",NA,1,1
"HOUSE/RI01 CICILLINE HELPED REV","hou2012","Doherty, Brendan P.","Cicilline, David N.","Vogel, David S.",0,1,0,"D",NA,1,1
"HOUSE/RI01 CICILLINE NEW HEALTHCARE LAW","hou2012","Doherty, Brendan P.","Cicilline, David N.","Vogel, David S.",0,1,0,"D",NA,1,1
"HOUSE/RI01 CICILLINE SIXTY-THOUSAND OUT OF WORK","hou2012","Doherty, Brendan P.","Cicilline, David N.","Vogel, David S.",0,1,0,"D",NA,1,1
"HOUSE/RI01 CICILLINE&DCCC BIG DIFFERENCE","hou2012","Doherty, Brendan P.","Cicilline, David N.","Vogel, David S.",0,1,0,"D",NA,1,1
"HOUSE/RI01 CICILLINE&DCCC OUTRAGEOUS ATTACKS","hou2012","Doherty, Brendan P.","Cicilline, David N.","Vogel, David S.",0,1,0,"D",NA,1,1
"HOUSE/RI01 CICILLINE&DCCC REPUBLICANS TARGETING RHODE ISLAND","hou2012","Doherty, Brendan P.","Cicilline, David N.","Vogel, David S.",0,1,0,"D",NA,1,1
"HOUSE/RI01 DOHERTY CICILLINE DISHONEST MAYOR","hou2012","Doherty, Brendan P.","Cicilline, David N.","Vogel, David S.",0,1,0,"D",NA,0,0
"HOUSE/RI01 DOHERTY CICILLINE MISMANAGED","hou2012","Doherty, Brendan P.","Cicilline, David N.","Vogel, David S.",0,1,0,"D",NA,0,0
"HOUSE/RI01 DOHERTY CICILLINE THE TRUTH ABOUT","hou2012","Doherty, Brendan P.","Cicilline, David N.","Vogel, David S.",0,1,0,"D",NA,0,0
"HOUSE/RI01 DOHERTY WASHINGTON'S GOTTEN SO BAD","hou2012","Doherty, Brendan P.","Cicilline, David N.","Vogel, David S.",0,1,0,"D",NA,0,0
"HOUSE/RI01 DOHERTY&NRCC GOTTA BE KIDDING ME","hou2012","Doherty, Brendan P.","Cicilline, David N.","Vogel, David S.",0,1,0,"D",NA,0,0
"HOUSE/RI02 COLLINS GREEN ENERGY FUTURE","hou2012","Riley, Michael G.","Langevin, James R.","Collins, Abel G.",0,1,0,"D",NA,0,0
"HOUSE/RI02 COLLINS MIND OF SCIENTIST","hou2012","Riley, Michael G.","Langevin, James R.","Collins, Abel G.",0,1,0,"D",NA,0,0
"HOUSE/RI02 COLLINS MORE IMPORTANT THAN THE DEFICIT","hou2012","Riley, Michael G.","Langevin, James R.","Collins, Abel G.",0,1,0,"D",NA,0,0
"HOUSE/RI02 LANGEVIN HE LISTENS TO US","hou2012","Riley, Michael G.","Langevin, James R.","Collins, Abel G.",0,1,0,"D",NA,1,1
"HOUSE/RI02 LANGEVIN RILEY WHO IS","hou2012","Riley, Michael G.","Langevin, James R.","Collins, Abel G.",0,1,0,"D",NA,1,1
"HOUSE/RI02 LANGEVIN&RIDSC RILEY WHO IS","hou2012","Riley, Michael G.","Langevin, James R.","Collins, Abel G.",0,1,0,"D",NA,1,1
"HOUSE/RI02 RILEY LANGEVIN WHAT POLITICIAN","hou2012","Riley, Michael G.","Langevin, James R.","Collins, Abel G.",0,1,0,"D",NA,0,0
"HOUSE/RI02 RILEY LESS WATCHING MORE DOING","hou2012","Riley, Michael G.","Langevin, James R.","Collins, Abel G.",0,1,0,"D",NA,0,0
"HOUSE/RI02 RILEY RHODOPOLY","hou2012","Riley, Michael G.","Langevin, James R.","Collins, Abel G.",0,1,0,"D",NA,0,0
"HOUSE/RI02 RILEY WASHINGTON WASTING FUTURE","hou2012","Riley, Michael G.","Langevin, James R.","Collins, Abel G.",0,1,0,"D",NA,0,0
"HOUSE/SC01 SCOTT TWO YEARS AGO","hou2012","Scott, Tim","Rose, Bobbie G.","Blandford, Keith",1,0,0,"R",NA,1,1
"HOUSE/SD01 NOEM GRANDMA","hou2012","Noem, Kristi","Varilek, Matt","",1,0,0,"R",NA,1,1
"HOUSE/SD01 NOEM IS A FIGHTER","hou2012","Noem, Kristi","Varilek, Matt","",1,0,0,"R",NA,1,1
"HOUSE/SD01 NOEM NATIONAL DEBT","hou2012","Noem, Kristi","Varilek, Matt","",1,0,0,"R",NA,1,1
"HOUSE/SD01 NOEM TRASH DAY","hou2012","Noem, Kristi","Varilek, Matt","",1,0,0,"R",NA,1,1
"HOUSE/SD01 NOEM VARILEK DOESN'T TELL YOU","hou2012","Noem, Kristi","Varilek, Matt","",1,0,0,"R",NA,1,1
"HOUSE/SD01 NOEM VARILEK FALSE ATTACKS","hou2012","Noem, Kristi","Varilek, Matt","",1,0,0,"R",NA,1,1
"HOUSE/SD01 NOEM VARILEK LIES AND DISTORTIONS","hou2012","Noem, Kristi","Varilek, Matt","",1,0,0,"R",NA,1,1
"HOUSE/SD01 NOEM VARILEK LIES AND DISTORTIONS REV","hou2012","Noem, Kristi","Varilek, Matt","",1,0,0,"R",NA,1,1
"HOUSE/SD01 VARILEK HERD","hou2012","Noem, Kristi","Varilek, Matt","",1,0,0,"R",NA,0,0
"HOUSE/SD01 VARILEK HORSESHOES","hou2012","Noem, Kristi","Varilek, Matt","",1,0,0,"R",NA,0,0
"HOUSE/SD01 VARILEK HORSESHOES REV","hou2012","Noem, Kristi","Varilek, Matt","",1,0,0,"R",NA,0,0
"HOUSE/SD01 VARILEK NOEM ON HER PHONE","hou2012","Noem, Kristi","Varilek, Matt","",1,0,0,"R",NA,0,0
"HOUSE/SD01 VARILEK NOEM WE KNOW","hou2012","Noem, Kristi","Varilek, Matt","",1,0,0,"R",NA,0,0
"HOUSE/SD01 VARILEK NOEM'S NOT DOING HER CHORES","hou2012","Noem, Kristi","Varilek, Matt","",1,0,0,"R",NA,0,0
"HOUSE/SD01 VARILEK PEOPLE ASK ME","hou2012","Noem, Kristi","Varilek, Matt","",1,0,0,"R",NA,0,0
"HOUSE/SD01 VARILEK SHOW UP","hou2012","Noem, Kristi","Varilek, Matt","",1,0,0,"R",NA,0,0
"HOUSE/SD01 VARILEK WHAT THE HECK","hou2012","Noem, Kristi","Varilek, Matt","",1,0,0,"R",NA,0,0
"HOUSE/SD01 VARILEK&SDDP NOEM ON HER PHONE","hou2012","Noem, Kristi","Varilek, Matt","",1,0,0,"R",NA,0,0
