"creative","uid"
"USSEN/MA GOMEZ SOMETHING NEW","NoChannel"
"USSEN/MA MARKEY HARD TO BELIEVE","HpXae-GKzf4"
"USSEN/MA MARKEY TOGETHER","i9zJf56gTCw"
"USSEN/ME BELLOWS CONVERSATION","AF8N1iEq7Rk"
"USSEN/ME BELLOWS FRANK","EbyPhDkVQfs"
"USSEN/ME BELLOWS I WOULD","G3uTHvjvJys"
"USSEN/ME BELLOWS LILLIAN","vXofTZzDQZE"
"USSEN/ME BELLOWS MAINE ROOTS","2OWWMMYVT3A"
"USSEN/ME BELLOWS MAKING IT","U_M2W80wfac"
"USSEN/ME BELLOWS STAND WITH YOU","-et__psVgNk"
"USSEN/ME BELLOWS STEPHEN KING","kej8f6wa9Xk"
"USSEN/ME BELLOWS WALK","uQhFggwJtDg"
"USSEN/ME COLLINS ADVOCATE","4dt1mH7o640"
"USSEN/ME COLLINS ALWAYS THERE","P6wQUV0U5vo"
"USSEN/ME COLLINS BATH IRON WORKS 60","HdfVBkuNEwc"
"USSEN/ME COLLINS BEST SHIPS","NoMatch"
"USSEN/ME COLLINS EDUCATION AND TRAINING","UUiuSDJMbSs"
"USSEN/ME COLLINS FEED 60","vVn-4AvjAao"
"USSEN/ME COLLINS LEAD THE WAY","3mnRFVY2wmU"
"USSEN/ME COLLINS NEGATIVE ADS","NoMatch"
"USSEN/ME COLLINS OUR SENATOR","xRm2fkgtMo4"
"USSEN/ME COLLINS OUR SENATOR BANGOR","H_jorY4_Bus"
"USSEN/ME COLLINS OUR SENATOR PORTLAND","yys4NKRb-o0"
"USSEN/ME COLLINS REMEMBER","Da9DWdFDqBM"
"USSEN/ME COLLINS SAVED","n2mGe2dx9zk"
"USSEN/ME COLLINS THE JOURNEY","VTEvyoz2_-Y"
"USSEN/MI LAND&NRSC HYPOCRITE","NoMatch"
"USSEN/MI LAND&NRSC SIPHONED OFF","dXvWkdyx8ro"
"USSEN/MI LAND&NRSC TURN THE PAGE","NoMatch"
"USSEN/MI LAND BAD LOANS","F3WOFHcre20"
"USSEN/MI LAND BORDER CRISIS","SXPi-RbYj5g"
"USSEN/MI LAND CRISIS AT THE BORDER","5lp5KRd36bU"
"USSEN/MI LAND I PLEDGE","rkqKqcQE3nc"
"USSEN/MI LAND MICHIGAN FIRST","-FfQpL-S0hI"
"USSEN/MI LAND MICHIGAN FIRST PLAN","WSKcJrcZ6HQ"
"USSEN/MI LAND MOMS GET THINGS DONE","vm2rAUaubxw"
"USSEN/MI LAND PROFITING FROM POLLUTION","q4bMJa8b0gk"
"USSEN/MI LAND REALLY","dc_AAje-4l0"
"USSEN/MI LAND ROADBLOCK","E4qfpe81114"
"USSEN/MI LAND STOP FIGHTING START LISTENING","iWbfqEUf0Qo"
"USSEN/MI LAND SUCCESS STORY","E2hpSswMoqc"
"USSEN/MI LAND WAR ON MICHIGAN","sgREGcJ-OTc"
"USSEN/MI PETERS&DSCC HEROIC 60","YwVKxoybOUk"
"USSEN/MI PETERS FIVE GENERATIONS","NoMatch"
"USSEN/MI PETERS FRUGAL","Njz0Dqc0EbU"
"USSEN/MI PETERS IMPORTANT ELECTION","NoMatch"
"USSEN/MI PETERS MY FIGHT","NoMatch"
"USSEN/MI PETERS SON OF A WORLD WAR II VETERAN","EMBQQBUoY-0"
"USSEN/MN FRANKEN ALL TOGETHER","uTYtmPYUKdA"
"USSEN/MN FRANKEN BERMUDA","Zg3rbEbrRqc"
"USSEN/MN FRANKEN COMMON DECENCY","afXNiDsMTwo"
"USSEN/MN FRANKEN FOOD SAFETY","NoMatch"
"USSEN/MN FRANKEN FOOD SAFETY 60","6R8l9WaHd4o"
"USSEN/MN FRANKEN GRIDLOCK","CAk3W7VhU74"
"USSEN/MN FRANKEN HEAD DOWN","oSyzwg_v7u4"
"USSEN/MN FRANKEN HOLLY 60","LzGRSFy09HI"
"USSEN/MN FRANKEN JOBS","b0ZfQ3QQY0A"
"USSEN/MN FRANKEN LUCKY","J4S0ZarnyMI"
"USSEN/MN FRANKEN MENTAL ILLNESS","49FCZlXk9_o"
"USSEN/MN FRANKEN POSTCARDS","QsHqB4CPu40"
"USSEN/MN FRANKEN RIGGED","Mzh9KTh2KrU"
"USSEN/MN FRANKEN SERIOUS","xuJm0BnbcSQ"
"USSEN/MN FRANKEN SIGNED INTO LAW","hgwHVTv6rvY"
"USSEN/MN FRANKEN SPECIAL BREAKS","3BbAiy_QVf8"
"USSEN/MN FRANKEN THE MILL","NoMatch"
"USSEN/MN FRANKEN THE MILL 60","X4N0nF4mSbk"
"USSEN/MN MCFADDEN 97 PERCENT","uO9jwADqGpg"
"USSEN/MN MCFADDEN CLUE","4AtS0rtrlzk"
"USSEN/MN MCFADDEN DEBATE PART ONE","4kE4Z36nL7M"
"USSEN/MN MCFADDEN DEBATE PART TWO","JZNZMyycYo0"
"USSEN/MN MCFADDEN HIDING 15","ANqhltykvXQ"
"USSEN/MN MCFADDEN IT'S TIME","2FvbJjYuMX4"
"USSEN/MN MCFADDEN MISSED THE MARK","6vD8oDRy5dc"
"USSEN/MN MCFADDEN MOLLY","m00WdJOfeao"
"USSEN/MS CHILDERS CHANGE FOR TOMORROW","NoChannel"
"USSEN/MS CHILDERS MEET TRAVIS CHILDERS","NoChannel"
"USSEN/MS COCHRAN CLEAR CHOICE","NoMatch"
"USSEN/MS COCHRAN SO MUCH AT STAKE","Z_YZgDg3J88"
"USSEN/MS COCHRAN WORKING","VHXjbgkbJGs"
"USSEN/MT CURTIS ONE OF US","yy4jOjfxSDg"
"USSEN/MT CURTIS WE HAVE TO FIGHT","9kEunDRv1KI"
"USSEN/MT DAINES BALANCED BUDGET","WNgAr7lxCXA"
"USSEN/MT DAINES BIG SPENDER","NoMatch"
"USSEN/MT DAINES CHARACTER","FwTHMcUpGU4"
"USSEN/MT DAINES CINDY REV","vp-4LNN_fsU"
"USSEN/MT DAINES DISHONEST ATTACKS","NoMatch"
"USSEN/MT DAINES ED REGAN","RMd8Lr3cmlM"
"USSEN/MT DAINES INJUSTICE","J-n2gIM3KNM"
"USSEN/MT DAINES MAJOR CINDY NEELY","NoMatch"
"USSEN/MT DAINES MONTANA JOBS","oMFjPLSdt9c"
"USSEN/MT DAINES MONTANA SENIORS","NoMatch"
"USSEN/MT DAINES MOTIVATION","enDMt5fzAaw"
"USSEN/MT DAINES PAT LAWRENCE","NoMatch"
"USSEN/MT DAINES POOR MARKS","NoMatch"
"USSEN/MT DAINES PUBLIC LAND","xJ7eZwbXhvI"
"USSEN/MT DAINES REBEKAH","NoMatch"
"USSEN/MT DAINES REBEKAH REV","NoMatch"
"USSEN/MT DAINES SOLEMN","u0ZUX4DdHQg"
"USSEN/MT DAINES THERE'S MORE","NoMatch"
"USSEN/MT DAINES TRUST","NoMatch"
"USSEN/MT DAINES WORK HARD EVERY DAY","NoMatch"
"USSEN/MT MTDP&WALSH NO TOLERANCE","NoChannel"
"USSEN/MT MTDP&WALSH PLYWOOD","NoChannel"
"USSEN/MT MTDP&WALSH PROTECT SOCIAL SECURITY AND MEDICARE","NoChannel"
"USSEN/MT WALSH MELISSA","NoChannel"
"USSEN/NC HAGAN&DSCC ATTACKING FAMILY","NoMatch"
"USSEN/NC HAGAN&DSCC IMPORTANT ISSUES","7pRwnjLAAf0"
"USSEN/NC HAGAN&DSCC RECORD","5IlKNIu4uTQ"
"USSEN/NC HAGAN ANNA","hlE-rGmI2uM"
"USSEN/NC HAGAN ATTACKING FAMILY","pDC9TiSzW54"
"USSEN/NC HAGAN EDUCATION MEANS OPPORTUNITY","UvwDMcHq7qM"
"USSEN/NC HAGAN FABRIC","Uu5WrnsXeUA"
"USSEN/NC HAGAN FOR JANEY","6kGZvwVlWlQ"
"USSEN/NC HAGAN LOW","SasFja3vFtQ"
"USSEN/NC HAGAN MAJOR NEWSPAPERS","813N-Y-rmJQ"
"USSEN/NC HAGAN NEVA","jrNF4VGfmvc"
"USSEN/NC HAGAN SAME TEAM","Y4OQZ1I6xVg"
"USSEN/NC HAGAN TELL THOM TILLIS ANNA","KPJel1qFStU"
"USSEN/NC HAGAN TELL THOM TILLIS JUSTIN","WA2e5sOcRyA"
"USSEN/NC HAGAN TELL THOM TILLIS MEGAN","Z7ZKmpZpr-E"
"USSEN/NC HAGAN TELL THOM TILLIS SHEREE","jXjyKU_V0TA"
"USSEN/NC HAGAN TOUGH ENOUGH","VIn9Jzn1rss"
"USSEN/NC HAGAN VAIN","dgT6s67Jsas"
"USSEN/NC NRSC&TILLIS MATH","PHIuN0b0QzA"
"USSEN/NC NRSC&TILLIS PTA","NoMatch"
"USSEN/NC TILLIS&NRSC KITCHEN","ZaJa4VFsAfQ"
"USSEN/NC TILLIS CHANGE DIRECTION","4L-FCU_TbCE"
"USSEN/NC TILLIS KAY HAGAN DID COCKTAILS","ER2fcFiCPy8"
"USSEN/NC TILLIS LONG CAMPAIGN","fkcUDPnYvFY"
"USSEN/NC TILLIS NANCY ANDERSON","nLTHt3NRJDg"
"USSEN/NC TILLIS PUSHED FOR STIMULUS","f2eM40W6PME"
"USSEN/NE DOMINA BUSINESS AS USUAL","i6M5jZGxwxs"
"USSEN/NE DOMINA OPPORTUNITY EQUALITY STARTS WITH YOUR VOTE","NCW4GcmwP84"
"USSEN/NE JENKINS CHOOSE NEBRASKA","NoChannel"
"USSEN/NE SASSE BEN'S NEBRASKA 60","zx1g79Kd-iQ"
"USSEN/NE SASSE NINETY-THREE","ZLl0CxuWmxA"
"USSEN/NH BROWN&NRSC LEEANN","9gc_67f2w8U"
"USSEN/NH BROWN&NRSC LEEANN 60","wNCfa3f03FU"
"USSEN/NH BROWN BROKEN PROMISES","4lLRvkLxkwE"
"USSEN/NH BROWN ECONOMY NOT WORKING","QOIRIYlj7ns"
"USSEN/NH BROWN FOR NEW HAMPSHIRE","a0JuRRnzWfw"
"USSEN/NH BROWN INDEPENDENCE","cgwWljY4YcI"
"USSEN/NH BROWN INDEPENDENT","VIfUcw65G1g"
"USSEN/NH BROWN KEEP AMERICA SAFE","sM6iFb2yJbI"
"USSEN/NH BROWN MAKING ENDS MEET 15","cXrf295CXg4"
"USSEN/NH BROWN MAKING ENDS MEET ENERGY TAX 15","Nu0Ou8i0qhY"
"USSEN/NH BROWN PROTECTING AMERICA'S FREEDOM","jLEclXiQ_ks"
"USSEN/NH BROWN ROLL CALL 15","0e6Ot6qDkPs"
"USSEN/NH BROWN SECURE BORDERS","WQi4WBSc-hk"
"USSEN/NH BROWN SHAHEEN'S SMEAR","jvrDKLw9PyE"
"USSEN/NH SHAHEEN&NHDP THERE'S A CLEAR CHOICE","UTK0-RC-B6U"
"USSEN/NH SHAHEEN BATTLING","7ONzIzXzQZs"
"USSEN/NH SHAHEEN BEEN HERE","NoMatch"
"USSEN/NH SHAHEEN BREAKTHROUGH","pOMd9BHey-A"
"USSEN/NH SHAHEEN CARED","PwzZCdWhTXQ"
"USSEN/NH SHAHEEN CARED 60","rRcwLSUjcTw"
"USSEN/NH SHAHEEN FOR YOU","S-VrSszsTL0"
"USSEN/NH SHAHEEN FORCED","q8na2LUlymY"
"USSEN/NH SHAHEEN GRANITE STATE","jwDJRvoNrdo"
"USSEN/NH SHAHEEN KIDS","Kn_MynC-Kso"
"USSEN/NH SHAHEEN MAKES A DIFFERENCE","je3b7C1bUQo"
"USSEN/NH SHAHEEN NATIONAL SECURITY","NBxOzgYpGA4"
"USSEN/NH SHAHEEN NOT HOW HE VOTES","JtI9pOHK5rI"
"USSEN/NH SHAHEEN OPEN","0m7ND7Ep53E"
"USSEN/NH SHAHEEN PROFITABLE","1mroNmJWvr8"
"USSEN/NH SHAHEEN PROOF","hnYnnnsNEC0"
"USSEN/NH SHAHEEN REALLY FOR NH","M2FUYeOWDYY"
"USSEN/NH SHAHEEN SELLING OUT","Wzfmij9zGH4"
"USSEN/NH SHAHEEN STEEL","rWSLytnNi6c"
"USSEN/NH SHAHEEN STUDENT DEBT","z91iKJhsDKc"
"USSEN/NJ BOOKER DESK","NoMatch"
"USSEN/NJ BOOKER DONE","NoMatch"
"USSEN/NJ LONEGAN CORRUPT LIBERAL FAILURE","NoChannel"
"USSEN/NJ LONEGAN INDIVIDUAL LIBERTY","NoChannel"
"USSEN/NJ LONEGAN MORE LIBERAL","NoChannel"
"USSEN/NJ LONEGAN MORE LIBERAL 10","NoChannel"
"USSEN/NJ LONEGAN OBAMACARE 10","NoChannel"
"USSEN/NJ LONEGAN RUBBER STAMP 10","NoChannel"
"USSEN/NJ LONEGAN STANDS WITH OBAMA","NoChannel"
"USSEN/NJ LONEGAN YOU CAN KEEP IT","NoChannel"
"USSEN/NJ MEISSNER PRIVACY","NoChannel"
"USSEN/NM UDALL BEST PART","JG8C_9yLHvw"
"USSEN/NM UDALL BURN PITS","NoMatch"
"USSEN/NM UDALL COFFEE SHOP","NoMatch"
"USSEN/NM UDALL COMMITTED","NoMatch"
"USSEN/NM UDALL DOESN'T FLY","jCdN-QrxVdw"
"USSEN/NM UDALL FOR THEM","NoMatch"
"USSEN/NM UDALL GOOD MAN","uMI7CFKhr2I"
"USSEN/NM UDALL REASONS","NoMatch"
"USSEN/NM UDALL SCARY IDEA","_foJB3KQbZ8"
"USSEN/NM UDALL SO WHAT","ckbCql-yDI8"
"USSEN/NM UDALL VOIDED","VrixJTUCaEM"
"USSEN/NM UDALL WATER","NoMatch"
"USSEN/NM UDALL WHAT KIND OF SENATOR","BD8kyolrc78"
"USSEN/NM WEH 94 PERCENT AND COUNTING","NoMatch"
"USSEN/NM WEH BECKY'S STORY","dk34KntxfWM"
"USSEN/NM WEH FAR ENOUGH","NoMatch"
"USSEN/NM WEH JOBS 15","NoMatch"
"USSEN/NM WEH NEGATIVE ATTACKS 15","LUjcvsXrWCI"
"USSEN/NM WEH RESTORING LEADERSHIP","ICrfQLVyeCo"
"USSEN/NM WEH SO WHAT","fxTCP1T7cjo"
"USSEN/NM WEH THEY'RE PAYING FOR IT","mbkQaRYEx-U"
"USSEN/NM WEH UDALL FOR OBAMACARE","WqNoAbZuV9E"
"USSEN/NM WEH WASHINGTON IS BROKEN","5WBzikrjTwc"
"USSEN/NM WEH WHAT DOES THAT TELL YOU 15","xilEuODUiWc"
"USSEN/NM WEH WHO'S DOING BETTER","d0KV6S3_100"
"USSEN/OK INHOFE AIR","z0Xl1UFaUpg"
"USSEN/OK INHOFE DEEDS 60","N9P7qI5H56g"
"USSEN/OK INHOFE FLIGHT","jOSL-O8hM3o"
"USSEN/OK INHOFE LONG CAMPAIGN","GVpvG3tMAHY"
"USSEN/OK INHOFE MARIE","H1Sauu2l45o"
"USSEN/OK JOHNSON NINE YEARS","NoChannel"
"USSEN/OR MERKLEY FIGHTER","1rIiBOQB9SM"
"USSEN/OR MERKLEY FIRST","jWqveyTo0lA"
"USSEN/OR MERKLEY GARAGE","l_fb28L3x2Y"
"USSEN/OR MERKLEY HANDS","VP_7GF1mdXY"
"USSEN/OR MERKLEY MILLIONS","CtK5mr63PaE"
"USSEN/OR MERKLEY ON OUR SIDE","zEafzuHDbNY"
"USSEN/OR MERKLEY VALUES","Algbk5SA9Qg"
"USSEN/OR MERKLEY WORD FOR WORD","YUtHaHYb8IQ"
"USSEN/OR WEHBY ACCOUNTABILITY","B50HvR0x3Bw"
"USSEN/OR WEHBY BEN WEST","qAQ6fH1CFwg"
"USSEN/OR WEHBY DO WHAT'S RIGHT","1AP93RFsVDI"
"USSEN/OR WEHBY RIDICULOUS","ElVUzplkx6s"
"USSEN/OR WEHBY THE PROBLEM 15","NoMatch"
"USSEN/OR WEHBY THE TRUTH 15","NoMatch"
"USSEN/RI REED RHODE ISLAND'S DEFENDER","wjcN0YmzeP0"
"USSEN/RI REED SERVICE 60","7ojkh2Rv7F0"
"USSEN/RI REED STUDENT LOANS","SzR_hG-POy8"
"USSEN/RI REED SUBS","Q-zkImVYLfo"
"USSEN/SC GRAHAM BEST EXPERIENCE OF MY LIFE","cVfZ0EbUpK8"
"USSEN/SC GRAHAM PROVEN CONSERVATIVE LEADER","OF0HH_aA1AA"
"USSEN/SC HUTTO HEADLINES","PhQTgegprZk"
"USSEN/SC HUTTO LISTENING","W_QKJGphaQo"
"USSEN/SC RAVENEL DEAD END ROAD","NoChannel"
"USSEN/SC RAVENEL DO THEY KNOW","NoChannel"
"USSEN/SC RAVENEL FIGHTING FOR OUR FAMILIES","NoChannel"
"USSEN/SC RAVENEL LET'S SEE","NoChannel"
"USSEN/SC RAVENEL LET'S SEE REV","NoChannel"
"USSEN/SC RAVENEL SHOW VOTES","NoChannel"
"USSEN/SD PRESSLER AMERICAN HUSTLE 60","NoChannel"
"USSEN/SD PRESSLER HERE ON THE FARM","NoChannel"
"USSEN/SD PRESSLER INDEPENDENT AS SOUTH DAKOTA","NoChannel"
"USSEN/SD PRESSLER INDEPENDENT HONESTY","NoChannel"
"USSEN/SD PRESSLER MILLIONS","NoChannel"
"USSEN/SD PRESSLER ONE TERM PLEDGE","NoChannel"
"USSEN/SD PRESSLER PRESSLER REAGAN AND CLINTON","NoChannel"
"USSEN/SD PRESSLER PROUD","NoChannel"
"USSEN/SD PRESSLER THANK YOU","NoChannel"
"USSEN/SD PRESSLER THE SENATOR WHO CAN'T BE BOUGHT","NoChannel"
"USSEN/SD PRESSLER WHY I'M RUNNING","NoChannel"
"USSEN/SD ROUNDS&NRSC WHO WE SEND","KYRJ3ehVi1Y"
"USSEN/SD ROUNDS COLLEEN OLSON","NoMatch"
"USSEN/SD ROUNDS HERE THEY GO AGAIN","NnEgnlEO-7w"
"USSEN/SD ROUNDS HOMESTAKE LAB","JZYKGic1-Yo"
"USSEN/SD ROUNDS KEY ISSUES","NoMatch"
"USSEN/SD ROUNDS KEY ISSUES 60","kwhJ8wWrsCk"
"USSEN/SD ROUNDS OUR VALUES","NoMatch"
"USSEN/SD ROUNDS OUR VALUES AND KEYSTONE","rLyyfsb3-ik"
"USSEN/SD ROUNDS PEGGY HIGMAN","NoMatch"
"USSEN/SD ROUNDS PROTECT SOUTH DAKOTA","mONmV9vwzNU"
"USSEN/SD ROUNDS SHAME ON RICK","dBYBIE_MK6E"
"USSEN/SD ROUNDS THAT'S ALL THEY'VE GOT","NoMatch"
"USSEN/SD ROUNDS THAT'S ALL THEY'VE GOT 60","y8obbOQi0lM"
"USSEN/SD ROUNDS THE TRUTH","a01Z5lImHpQ"
"USSEN/SD ROUNDS THUNE SUPPORTS ROUNDS","CCt1ugS-9l4"
"USSEN/SD ROUNDS TRUST","fxP92mc2xn0"
"USSEN/SD ROUNDS VETERANS","eL6AiJZclew"
"USSEN/SD ROUNDS WORK ETHIC","bMpIikYOkrQ"
"USSEN/SD WEILAND ABACUS 15","5_az6hO8FQk"
"USSEN/SD WEILAND AUCTION","jIvQT3hFLD8"
"USSEN/SD WEILAND BRING ON THE ROAD 120","NoMatch"
"USSEN/SD WEILAND DAVID VS GOLIATH 15","qOAF7akjieo"
"USSEN/SD WEILAND EVERYDAY PEOPLE","I_BHyGE1QrY"
"USSEN/SD WEILAND HARD WORK","6DFRIM-suXI"
"USSEN/SD WEILAND HEADLINES 15","TwDM0XIBgqA"
"USSEN/SD WEILAND INCREDIBLY FAST 15","zzqHGEeBTLY"
"USSEN/SD WEILAND INCREDIBLY FAST 15 2","CRySuHUWvNU"
"USSEN/SD WEILAND MIDDLE CLASS","0TZZj_pq1b8"
"USSEN/SD WEILAND MY NAME IS","1ABR_fapWLU"
"USSEN/SD WEILAND REST OF US","pdvcE-WMrqw"
"USSEN/SD WEILAND SHOWING UP 15","oZHVS1qWCbM"
"USSEN/TN ALEXANDER I'VE SEEN WHAT CAN HAPPEN","plzj8XC3ges"
"USSEN/TN ALEXANDER SERIOUS TIMES","CCm2UN57RqQ"
"USSEN/TN ALEXANDER SLICK TALK","fGUjeQ1x8v0"
"USSEN/TN ALEXANDER VOTE FOR A NEW SENATE MAJORITY","f4dZJGGyFh0"
"USSEN/TN BALL MORE THAN FORTY YEARS","NoMatch"
"USSEN/TN BALL OUT OF TUNE","uVEVxZLoNkE"
"USSEN/VA GILLESPIE BLANK CHECK","NoChannel"
"USSEN/VA GILLESPIE BREAKING NEWS","NoChannel"
"USSEN/VA GILLESPIE CHECK","NoChannel"
"USSEN/VA GILLESPIE COAL TAX","NoChannel"
"USSEN/VA GILLESPIE LIE OF THE YEAR","NoChannel"
"USSEN/VA GILLESPIE LOST HIS WAY","NoChannel"
"USSEN/VA GILLESPIE MIXED UP","NoChannel"
"USSEN/VA GILLESPIE NEW DIRECTION","NoChannel"
"USSEN/VA GILLESPIE PUT A PRICE ON CARBON","NoChannel"
"USSEN/VA GILLESPIE SQUEEZE","NoChannel"
"USSEN/VA GILLESPIE WE CAN DO BETTER","NoChannel"
"USSEN/VA WARNER C'MON","NoMatch"
"USSEN/VA WARNER DISGRACEFUL","tBSL_qh_Hd0"
"USSEN/VA WARNER ENRON","OZ2aRBhntgg"
"USSEN/VA WARNER FAIR SHOT 60","NoMatch"
"USSEN/VA WARNER GO HOKIES","sBDKFynVN4s"
"USSEN/VA WARNER INSOURCING","uen_YStIIyw"
"USSEN/VA WARNER JOHN WARNER","JkMRZLmIuXI"
"USSEN/VA WARNER NEXT GENERATION","x97zqmSwcH0"
"USSEN/VA WARNER PROBLEM SOLVER","NoMatch"
"USSEN/VA WARNER PROBLEM SOLVER 60","7j1jnYgiLbk"
"USSEN/VA WARNER STRONGER","K_ItfxwEwmo"
"USSEN/VA WARNER SUPER LOBBYIST","gIxFcBSCHDo"
"USSEN/VA WARNER TRUTH","B1lC7FA74Sg"
"USSEN/VA WARNER VETERANS","iPRLyikAjB0"
"USSEN/VA WARNER YOU ALREADY KNOW","X3XJLk2asYc"
"USSEN/WV CAPITO BIGGEST FAN","fhMHBVM7g8E"
"USSEN/WV CAPITO ENDORSED","NoMatch"
"USSEN/WV CAPITO EVERYDAY","69qm8Op-dIo"
"USSEN/WV CAPITO FIGHTING FOR THE HOME TEAM","3EKJCEgs_Ys"
"USSEN/WV CAPITO FIGHTING FOR THE HOME TEAM 60","NoMatch"
"USSEN/WV CAPITO MEDALS","YEV3zyV3ihc"
"USSEN/WV CAPITO NEVER EVER","gdhRcZdUVJk"
"USSEN/WV CAPITO NOT SURPRISED","NoMatch"
"USSEN/WV CAPITO OBAMA","NoMatch"
"USSEN/WV CAPITO OBAMACARE","T5mTfw2Gdio"
"USSEN/WV CAPITO TENNANT'S FOCUS","NoMatch"
"USSEN/WV CAPITO WELCOME SIGN","B6YJ3cXazGY"
"USSEN/WV CAPITO WHAT I HEAR","v12bCMJOu3k"
"USSEN/WV TENNANT COURTHOUSE","cNo9rZ8YpA8"
"USSEN/WV TENNANT DELANEY'S STORY","k9m2DaUrry4"
"USSEN/WV TENNANT MESSAGE","doe_nTBQ4MY"
"USSEN/WV TENNANT THE FACTS","NoMatch"
"USSEN/WV TENNANT WALL STREET'S SECRET WEAPON","G02lUlkTVgY"
"USSEN/WV TENNANT WHAT DO WE KNOW","BI_YsHRdp0g"
"GOV/AK PARNELL&SULLIVAN DRIVER'S SEAT","NoMatch"
"GOV/AK PARNELL&SULLIVAN FROM ONE END","NoMatch"
"GOV/AK PARNELL&SULLIVAN LAST 5 YEARS","NoMatch"
"GOV/AK PARNELL&SULLIVAN SANDY","NoMatch"
"GOV/AK PARNELL&SULLIVAN THREE YEARS AGO","NoMatch"
"GOV/AK WALKER&MALLOT BORN IN FAIRBANKS","yx4f2zK67q0"
"GOV/AK WALKER&MALLOT FIVE YEAR OLD","9vtaQo5aNOc"
"GOV/AK WALKER&MALLOT IT'S TIME","NoMatch"
"GOV/AK WALKER&MALLOT LIFELONG","ni7N2vokzMA"
"GOV/AK WALKER&MALLOT MY DAD","6owFG9s6FIs"
"GOV/AK WALKER&MALLOT MY GRANDSON","hqqEfMXUUa4"
"GOV/AK WALKER&MALLOT RECENT POLL","oXvTqm1AOIU"
"GOV/AK WALKER&MALLOTT INDEPENDENT TEAM","twu-a5bTpDc"
"GOV/AL BENTLEY FOUR YEARS AGO","NoMatch"
"GOV/AL BENTLEY FOUR YEARS AGO 60","NoMatch"
"GOV/AL BENTLEY IN 2010","NoMatch"
"GOV/AL BENTLEY JAMES NIPPERS","NoMatch"
"GOV/AL BENTLEY NUMBERS ARE IN","NoMatch"
"GOV/AL BENTLEY OPPORTUNITY","NoMatch"
"GOV/AL BENTLEY OUT OF CONTROL","NoMatch"
"GOV/AL BENTLEY POOREST COUNTY","NoMatch"
"GOV/AL BENTLEY TOOK OFFICE","NoMatch"
"GOV/AL BENTLEY TORNADO","NoMatch"
"GOV/AL GRIFFITH ATTACKING","k5vNM-yLZkc"
"GOV/AL GRIFFITH BURNING","TAU8XCtXDPU"
"GOV/AL GRIFFITH EDUCATION LOTTERY","Vcky67wLACM"
"GOV/AL GRIFFITH MORE BENTLEY LIES","3sTUneQ7-4g"
"GOV/AL GRIFFITH NOT TELLING THE TRUTH","hMWjBrV5nc0"
"GOV/AL GRIFFITH PLAN","6g-YbV6rf2E"
"GOV/AL GRIFFITH VIRGINIA","lULv86xWBoA"
"GOV/AR HUTCHINSON 16 BILLION","OXlpjjV8kBk"
"GOV/AR HUTCHINSON GRANDDAUGHTER","mUPfQ5bDdTQ"
"GOV/AR HUTCHINSON HAVE YOU SEEN","c0zMsUyuG30"
"GOV/AR HUTCHINSON MET MY GRANDDAUGHTER","PACW-2_IGVQ"
"GOV/AR HUTCHINSON MY TRUCK","TYphFN5EF8Q"
"GOV/AR HUTCHINSON NEGATIVITY","JSiJYro2UFc"
"GOV/AR HUTCHINSON NEXT GOVERNOR","sYHYxkPGOig"
"GOV/AR HUTCHINSON NEXT GOVERNOR REV","Y5vw0Y9DMlU"
"GOV/AR HUTCHINSON ROSS HAS A PROBLEM","NoMatch"
"GOV/AR ROSS BOTH MY PARENTS","NoChannel"
"GOV/AR ROSS CHOICE","NoChannel"
"GOV/AR ROSS CONGRESSMAN HUTCHINSON","NoChannel"
"GOV/AR ROSS DC LOBBYIST","NoChannel"
"GOV/AR ROSS DEMOCRAT GAZETTE","NoChannel"
"GOV/AR ROSS FOR OUR SCHOOLS","NoChannel"
"GOV/AR ROSS GOVERNOR","NoChannel"
"GOV/AR ROSS MEET MIKE","NoChannel"
"GOV/AR ROSS MIDDLE CLASS","NoChannel"
"GOV/AR ROSS MIKE BEEBE","NoChannel"
"GOV/AR ROSS OUR SIDE","NoChannel"
"GOV/AR ROSS SPECIAL INTERESTS","NoChannel"
"GOV/AZ DUCEY AS A BUSINESSMAN","RwjyI-Pttnc"
"GOV/AZ DUCEY DIFFERENT RESUMES","5hzSXhjPbYo"
"GOV/AZ DUCEY NEXT GOVERNOR","8IaDDyIUau0"
"GOV/AZ DUCEY SERVING ICE CREAM","5oSrQSOj45c"
"GOV/AZ DUCEY TOUGH PROBLEMS","NoMatch"
"GOV/AZ DUVAL AS CEO","IeC30GlAxZQ"
"GOV/AZ DUVAL GRANT WOODS","HHYSQH4TyOo"
"GOV/AZ DUVAL INDEPENDENCE","rpBxrl4gg4Y"
"GOV/AZ DUVAL WRONG DIRECTION","YXiW9bOeM-4"
"GOV/CA KASHKARI RANKED 46 60","u-wqXpnKCGg"
"GOV/CA KASHKARI WHEN KIDS","pEZFdmwqG3Q"
"GOV/CO BEAUPREZ ITS SIMPLE","BuzCoRpcfb8"
"GOV/CO BEAUPREZ OPPOSES NEGATIVE ADS","pO8n630x0GA"
"GOV/CO BEAUPREZ UNDER JOHN HICKENLOOPER","KzA2jAYNwHY"
"GOV/CO HICKENLOOPER EVERYTHING","NoChannel"
"GOV/CO HICKENLOOPER HOT SEAT","NoChannel"
"GOV/CO HICKENLOOPER MOST DESTRUCTIVE FIRE","NoChannel"
"GOV/CO HICKENLOOPER YEAR AGO","NoChannel"
